itm,v1,registered_voters_registered_voters,gender_men,gender_women,age_18_29,age_30_44,age_45_64,age_65,race_ethnicity_white,race_ethnicity_hispanic,race_ethnicity_oth,education_b_a,education_no_b_a,race_education_white_college,race_education_white_no_college,race_education_non_white_college,race_education_non_white_no_college,region_maricopa_county,region_north_east,region_pima_county,region_west,neighborhood_type_city,neighborhood_type_suburb,neighborhood_type_rural_small_town,x2024_vote_head_to_head_biden,x2024_vote_head_to_head_trump,x2024_vote_head_to_head_oth,x2024_vote_includes_third_parties_biden,x2024_vote_includes_third_parties_trump,x2024_vote_includes_third_parties_kennedy,x2024_vote_includes_third_parties_oth
How satisfied are you with the way things are going in your life these days?,Always illegal,9%,8%,9%,3%,11%,7%,11%,7%,14%,11%,7%,10%,6%,7%,11%,14%,7%,9%,13%,13%,5%,10%,13%,4%,13%,6%,6%,14%,4%,2%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,8%,10%,6%,6%,2%,12%,10%,10%,4%,4%,6%,9%,8%,12%,1%,5%,8%,10%,6%,10%,8%,6%,11%,3%,11%,18%,3%,12%,3%,11%
How satisfied are you with the way things are going in your life these days?,NET Legal,64%,60%,67%,75%,73%,62%,54%,62%,67%,71%,68%,61%,67%,58%,72%,67%,67%,63%,67%,47%,67%,66%,56%,88%,43%,64%,87%,39%,75%,78%
How satisfied are you with the way things are going in your life these days?,NET Illegal,28%,30%,27%,18%,25%,26%,35%,28%,30%,24%,25%,30%,24%,30%,26%,28%,26%,28%,27%,43%,25%,29%,33%,9%,46%,18%,10%,50%,22%,11%
How satisfied are you with the way things are going in your life these days?,Number of respondents,513,272,237,94,105,173,117,330,104,68,222,289,158,172,56,114,307,73,75,58,204,184,125,217,246,50,173,214,47,79
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,48%,51%,16%,23%,29%,27%,64%,21%,13%,36%,63%,26%,39%,10%,24%,60%,14%,15%,12%,40%,35%,25%,42%,49%,9%,33%,43%,9%,15%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:"
How satisfied are you with the way things are going in your life these days?,(Split A)  The economy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(Split A)  The economy,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,(Split A)  The economy,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Maricopa County,North / East,Pima County,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.
How satisfied are you with the way things are going in your life these days?,Joe Biden,34%,25%,42%,24%,40%,29%,40%,32%,33%,45%,41%,30%,41%,26%,41%,38%,37%,31%,36%,21%,40%,34%,24%,80%,0%,22%,85%,0%,22%,38%
How satisfied are you with the way things are going in your life these days?,Donald Trump,61%,68%,55%,67%,52%,69%,56%,65%,60%,43%,54%,66%,57%,70%,47%,56%,60%,59%,56%,77%,53%,61%,74%,15%,100%,53%,10%,100%,69%,47%
How satisfied are you with the way things are going in your life these days?,[VOL] Don’t know/Refused,5%,6%,3%,9%,8%,2%,4%,3%,7%,11%,4%,4%,2%,4%,12%,6%,3%,10%,7%,3%,7%,4%,2%,5%,<.5%,25%,5%,0%,9%,15%
How satisfied are you with the way things are going in your life these days?,Number of respondents,276,148,125,46,58,91,66,187,45,35,122,153,88,99,27,52,155,39,51,31,108,97,71,110,137,29,88,122,22,44
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,49%,50%,15%,23%,28%,28%,67%,17%,13%,37%,63%,26%,42%,9%,21%,56%,13%,19%,12%,40%,33%,27%,40%,50%,11%,31%,45%,8%,16%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(Split A)  The Israeli-Palestinian [pah-luh-stin-ian] conflict,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(Split A)  The Israeli-Palestinian [pah-luh-stin-ian] conflict,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,(Split A)  The Israeli-Palestinian [pah-luh-stin-ian] conflict,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Maricopa County,North / East,Pima County,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.
How satisfied are you with the way things are going in your life these days?,Joe Biden,33%,24%,42%,30%,38%,25%,38%,33%,31%,38%,39%,30%,42%,27%,31%,37%,38%,26%,32%,21%,39%,37%,21%,77%,3%,10%,82%,2%,28%,32%
How satisfied are you with the way things are going in your life these days?,Donald Trump,53%,62%,44%,47%,48%,60%,51%,56%,49%,41%,50%,54%,48%,60%,55%,41%,51%,47%,51%,67%,46%,52%,64%,7%,94%,29%,5%,96%,51%,22%
How satisfied are you with the way things are going in your life these days?,[VOL] Don’t know/Refused,14%,13%,15%,23%,14%,15%,11%,11%,20%,21%,11%,16%,9%,13%,14%,22%,11%,27%,17%,12%,16%,11%,16%,16%,3%,61%,13%,2%,21%,46%
How satisfied are you with the way things are going in your life these days?,Number of respondents,276,148,125,46,58,91,66,187,45,35,122,153,88,99,27,52,155,39,51,31,108,97,71,110,137,29,88,122,22,44
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,49%,50%,15%,23%,28%,28%,67%,17%,13%,37%,63%,26%,42%,9%,21%,56%,13%,19%,12%,40%,33%,27%,40%,50%,11%,31%,45%,8%,16%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(Split A)  Abortion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(Split A)  Abortion,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,(Split A)  Abortion,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Maricopa County,North / East,Pima County,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.
How satisfied are you with the way things are going in your life these days?,Joe Biden,48%,38%,56%,56%,61%,37%,47%,44%,51%,61%,51%,46%,50%,40%,50%,59%,52%,47%,51%,20%,58%,50%,30%,93%,11%,47%,96%,8%,56%,61%
How satisfied are you with the way things are going in your life these days?,Donald Trump,37%,46%,29%,28%,27%,45%,39%,40%,33%,25%,34%,39%,35%,43%,33%,28%,36%,31%,31%,59%,31%,40%,43%,1%,71%,10%,1%,73%,30%,6%
How satisfied are you with the way things are going in your life these days?,[VOL] Don’t know/Refused,16%,16%,15%,16%,13%,18%,14%,16%,16%,14%,15%,16%,15%,17%,17%,13%,12%,22%,18%,21%,12%,11%,27%,6%,18%,44%,3%,18%,14%,33%
How satisfied are you with the way things are going in your life these days?,Number of respondents,276,148,125,46,58,91,66,187,45,35,122,153,88,99,27,52,155,39,51,31,108,97,71,110,137,29,88,122,22,44
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,49%,50%,15%,23%,28%,28%,67%,17%,13%,37%,63%,26%,42%,9%,21%,56%,13%,19%,12%,40%,33%,27%,40%,50%,11%,31%,45%,8%,16%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,Who do you think is most responsible for the Supreme Court ending the constitutional right to an abortion: Joe Biden or Donald Trump?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,Who do you think is most responsible for the Supreme Court ending the constitutional right to an abortion: Joe Biden or Donald Trump?,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,Who do you think is most responsible for the Supreme Court ending the constitutional right to an abortion: Joe Biden or Donald Trump?,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Maricopa County,North / East,Pima County,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.
How satisfied are you with the way things are going in your life these days?,"Joe Biden, a lot of responsibility",7%,8%,6%,7%,9%,10%,4%,6%,9%,11%,4%,9%,3%,8%,8%,11%,7%,16%,5%,3%,8%,6%,8%,4%,11%,7%,5%,10%,9%,4%
How satisfied are you with the way things are going in your life these days?,"Joe Biden, some responsibility",9%,7%,11%,20%,11%,6%,4%,7%,13%,11%,5%,11%,5%,9%,5%,15%,10%,12%,4%,6%,7%,8%,12%,8%,10%,5%,4%,7%,19%,16%
How satisfied are you with the way things are going in your life these days?,"Donald Trump, some responsibility",19%,22%,16%,27%,21%,17%,17%,18%,19%,19%,21%,17%,19%,18%,24%,17%,18%,18%,24%,15%,19%,20%,18%,19%,20%,13%,17%,21%,18%,15%
How satisfied are you with the way things are going in your life these days?,"Donald Trump, a lot of responsibility",37%,35%,39%,27%,31%,38%,46%,37%,35%,39%,41%,34%,41%,35%,42%,34%,37%,30%,42%,41%,38%,40%,33%,60%,18%,33%,66%,19%,24%,32%
How satisfied are you with the way things are going in your life these days?,[VOL] Neither,13%,15%,11%,9%,11%,14%,17%,16%,8%,10%,18%,11%,22%,12%,9%,9%,12%,8%,14%,24%,15%,13%,11%,4%,21%,17%,4%,21%,13%,13%
How satisfied are you with the way things are going in your life these days?,[VOL] Both,1%,1%,1%,<1%,2%,<1%,0%,1%,3%,0%,2%,1%,1%,1%,3%,1%,1%,3%,2%,0%,<.5%,1%,3%,1%,<1%,5%,0%,<1%,3%,4%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,14%,12%,15%,9%,15%,14%,13%,14%,14%,10%,10%,16%,9%,17%,9%,14%,15%,13%,9%,12%,13%,13%,15%,5%,19%,20%,4%,20%,13%,15%
How satisfied are you with the way things are going in your life these days?,NET Biden,16%,15%,17%,27%,21%,16%,8%,13%,21%,22%,9%,20%,8%,17%,13%,25%,17%,28%,9%,9%,15%,14%,20%,11%,21%,12%,9%,18%,28%,20%
How satisfied are you with the way things are going in your life these days?,NET Trump,56%,57%,55%,54%,52%,56%,62%,55%,54%,58%,62%,52%,60%,52%,67%,51%,55%,48%,66%,55%,56%,59%,51%,78%,38%,46%,83%,41%,42%,48%
How satisfied are you with the way things are going in your life these days?,Number of respondents,513,272,237,94,105,173,117,330,104,68,222,289,158,172,56,114,307,73,75,58,204,184,125,217,246,50,173,214,47,79
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,48%,51%,16%,23%,29%,27%,64%,21%,13%,36%,63%,26%,39%,10%,24%,60%,14%,15%,12%,40%,35%,25%,42%,49%,9%,33%,43%,9%,15%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Which comes closest to your view about the political and economic system in America, even if none are exactly right?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Which comes closest to your view about the political and economic system in America, even if none are exactly right?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"Which comes closest to your view about the political and economic system in America, even if none are exactly right?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Maricopa County,North / East,Pima County,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.
How satisfied are you with the way things are going in your life these days?,The system does not need changes,4%,5%,2%,0%,3%,1%,10%,4%,2%,3%,6%,2%,6%,2%,2%,3%,2%,4%,8%,7%,2%,5%,5%,2%,5%,4%,2%,5%,0%,5%
How satisfied are you with the way things are going in your life these days?,The system needs minor changes,27%,31%,24%,23%,19%,28%,36%,32%,14%,26%,32%,25%,35%,29%,21%,18%,31%,22%,26%,17%,27%,33%,21%,39%,20%,16%,44%,22%,13%,15%
How satisfied are you with the way things are going in your life these days?,The system needs major changes,55%,49%,60%,65%,58%,60%,42%,55%,60%,48%,51%,57%,51%,57%,52%,56%,57%,53%,47%,57%,54%,50%,63%,52%,57%,55%,48%,54%,71%,63%
How satisfied are you with the way things are going in your life these days?,The system needs to be torn down entirely,11%,12%,11%,10%,19%,10%,6%,8%,20%,18%,8%,13%,4%,10%,21%,18%,7%,17%,19%,15%,13%,10%,11%,5%,14%,26%,3%,15%,16%,16%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,3%,3%,2%,3%,1%,1%,5%,2%,4%,5%,3%,3%,3%,1%,3%,5%,3%,3%,0%,4%,4%,2%,1%,2%,4%,0%,3%,4%,0%,<1%
How satisfied are you with the way things are going in your life these days?,Number of respondents,513,272,237,94,105,173,117,330,104,68,222,289,158,172,56,114,307,73,75,58,204,184,125,217,246,50,173,214,47,79
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,48%,51%,16%,23%,29%,27%,64%,21%,13%,36%,63%,26%,39%,10%,24%,60%,14%,15%,12%,40%,35%,25%,42%,49%,9%,33%,43%,9%,15%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"If Donald Trump won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or he would tear down the system completely?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"If Donald Trump won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or he would tear down the system completely?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"If Donald Trump won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or he would tear down the system completely?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Maricopa County,North / East,Pima County,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.
How satisfied are you with the way things are going in your life these days?,Nothing would change,6%,8%,4%,5%,9%,6%,5%,6%,11%,2%,6%,6%,7%,5%,5%,8%,7%,8%,6%,3%,8%,4%,6%,9%,2%,16%,9%,<1%,15%,11%
How satisfied are you with the way things are going in your life these days?,Minor changes to how things work,19%,21%,17%,32%,27%,15%,6%,17%,22%,23%,23%,16%,21%,14%,26%,21%,22%,11%,14%,19%,20%,19%,17%,15%,21%,26%,12%,19%,21%,31%
How satisfied are you with the way things are going in your life these days?,Major changes to how things work,48%,46%,50%,43%,49%,51%,50%,53%,39%,40%,41%,52%,45%,59%,35%,42%,46%,52%,43%,62%,39%,51%,59%,28%,69%,31%,25%,71%,34%,41%
How satisfied are you with the way things are going in your life these days?,He would tear down the system entirely,23%,21%,25%,14%,12%,25%,35%,21%,23%,35%,28%,20%,24%,18%,35%,24%,22%,28%,31%,12%,27%,24%,16%,47%,5%,9%,53%,6%,23%,8%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,4%,3%,4%,6%,3%,3%,4%,4%,5%,0%,2%,5%,2%,5%,0%,5%,3%,1%,6%,4%,6%,2%,2%,2%,2%,17%,2%,2%,7%,9%
How satisfied are you with the way things are going in your life these days?,Number of respondents,513,272,237,94,105,173,117,330,104,68,222,289,158,172,56,114,307,73,75,58,204,184,125,217,246,50,173,214,47,79
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,48%,51%,16%,23%,29%,27%,64%,21%,13%,36%,63%,26%,39%,10%,24%,60%,14%,15%,12%,40%,35%,25%,42%,49%,9%,33%,43%,9%,15%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"If Joe Biden won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or he would tear down the system completely?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"If Joe Biden won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or he would tear down the system completely?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"If Joe Biden won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or he would tear down the system completely?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Maricopa County,North / East,Pima County,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.
How satisfied are you with the way things are going in your life these days?,Nothing would change,30%,35%,25%,36%,37%,29%,25%,30%,36%,26%,34%,28%,33%,28%,41%,27%,29%,34%,34%,28%,29%,32%,29%,16%,40%,46%,10%,39%,42%,40%
How satisfied are you with the way things are going in your life these days?,Minor changes to how things work,39%,34%,45%,53%,40%,36%,34%,38%,43%,41%,40%,39%,42%,35%,36%,45%,42%,36%,42%,26%,44%,42%,29%,69%,16%,28%,73%,13%,48%,37%
How satisfied are you with the way things are going in your life these days?,Major changes to how things work,11%,11%,11%,9%,6%,10%,17%,10%,12%,13%,8%,12%,7%,13%,14%,12%,11%,16%,8%,10%,10%,7%,16%,12%,11%,3%,14%,12%,4%,4%
How satisfied are you with the way things are going in your life these days?,He would tear down the system entirely,15%,16%,14%,<1%,15%,17%,18%,16%,8%,18%,14%,16%,15%,17%,9%,13%,13%,8%,17%,27%,12%,14%,21%,<.5%,28%,10%,0%,31%,7%,7%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,5%,4%,5%,2%,2%,7%,6%,6%,<1%,3%,4%,5%,5%,7%,0%,2%,5%,5%,0%,9%,5%,4%,5%,2%,5%,13%,3%,5%,0%,12%
How satisfied are you with the way things are going in your life these days?,Number of respondents,513,272,237,94,105,173,117,330,104,68,222,289,158,172,56,114,307,73,75,58,204,184,125,217,246,50,173,214,47,79
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,48%,51%,16%,23%,29%,27%,64%,21%,13%,36%,63%,26%,39%,10%,24%,60%,14%,15%,12%,40%,35%,25%,42%,49%,9%,33%,43%,9%,15%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"(If Trump major/minor change or tear down the system)  Do you think the changes that Donald Trump would make would be good for the country or bad for the country, or neither good nor bad?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"(If Trump major/minor change or tear down the system)  Do you think the changes that Donald Trump would make would be good for the country or bad for the country, or neither good nor bad?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"(If Trump major/minor change or tear down the system)  Do you think the changes that Donald Trump would make would be good for the country or bad for the country, or neither good nor bad?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Maricopa County,North / East,Pima County,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.
How satisfied are you with the way things are going in your life these days?,Very good for the country,33%,38%,29%,15%,26%,39%,41%,38%,23%,26%,29%,36%,31%,43%,27%,23%,28%,36%,31%,59%,26%,33%,45%,1%,65%,9%,1%,73%,6%,7%
How satisfied are you with the way things are going in your life these days?,Somewhat good for the country,12%,12%,12%,12%,14%,17%,5%,11%,11%,14%,15%,11%,15%,9%,10%,13%,12%,17%,9%,9%,8%,13%,16%,2%,21%,12%,2%,18%,16%,12%
How satisfied are you with the way things are going in your life these days?,Somewhat bad for the country,6%,5%,6%,14%,9%,2%,2%,5%,7%,6%,7%,5%,6%,5%,10%,6%,7%,4%,6%,0%,9%,5%,1%,12%,<1%,3%,11%,0%,13%,5%
How satisfied are you with the way things are going in your life these days?,Very bad for the country,28%,22%,33%,19%,20%,28%,39%,27%,21%,40%,36%,23%,33%,23%,41%,23%,29%,25%,30%,21%,31%,29%,20%,61%,<.5%,20%,70%,<.5%,11%,24%
How satisfied are you with the way things are going in your life these days?,Neither good nor bad,11%,11%,11%,28%,19%,5%,2%,8%,20%,11%,6%,14%,6%,10%,8%,21%,13%,10%,11%,4%,11%,13%,9%,13%,8%,18%,6%,5%,32%,27%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,<1%,<.5%,<1%,<1%,0%,<.5%,<1%,<1%,<1%,<1%,0%,1%,0%,1%,0%,1%,1%,0%,<1%,0%,<1%,2%,0%,<.5%,<.5%,5%,0%,0%,0%,5%
How satisfied are you with the way things are going in your life these days?,[PREVIOUSLY] Nothing would change,6%,8%,4%,5%,9%,6%,5%,6%,11%,2%,6%,6%,7%,5%,5%,8%,7%,8%,6%,3%,8%,4%,6%,9%,2%,16%,9%,<1%,15%,11%
How satisfied are you with the way things are going in your life these days?,[PREVIOUSLY] Don’t know/Refused,4%,3%,4%,6%,3%,3%,4%,4%,5%,0%,2%,5%,2%,5%,0%,5%,3%,1%,6%,4%,6%,2%,2%,2%,2%,17%,2%,2%,7%,9%
How satisfied are you with the way things are going in your life these days?,NET Good,45%,50%,41%,26%,40%,56%,47%,50%,34%,39%,44%,46%,46%,52%,37%,37%,40%,53%,40%,68%,34%,46%,62%,3%,86%,21%,3%,91%,22%,19%
