itm,v1,registered_voters_registered_voters,gender_men,gender_women,age_18_29,age_30_44,age_45_64,age_65,race_ethnicity_white,race_ethnicity_black,race_ethnicity_oth,education_b_a,education_no_b_a,race_education_white_college,race_education_white_no_college,race_education_non_white_college,race_education_non_white_no_college,region_dane,region_east_north,region_milwau_city,region_milwau_suburbs,region_west,neighborhood_type_city,neighborhood_type_suburb,neighborhood_type_rural_small_town,x2024_vote_head_to_head_biden,x2024_vote_head_to_head_trump,x2024_vote_head_to_head_oth,x2024_vote_includes_third_parties_biden,x2024_vote_includes_third_parties_trump,x2024_vote_includes_third_parties_kennedy
How satisfied are you with the way things are going in your life these days?,Always illegal,8%,7%,8%,2%,10%,8%,8%,8%,3%,9%,7%,8%,6%,8%,12%,5%,4%,9%,6%,6%,8%,5%,8%,9%,2%,14%,9%,2%,14%,7%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,8%,11%,5%,2%,6%,8%,10%,8%,3%,9%,2%,10%,2%,11%,0%,5%,0%,10%,1%,6%,14%,<1%,6%,12%,3%,14%,1%,4%,14%,2%
How satisfied are you with the way things are going in your life these days?,NET Legal,65%,58%,71%,77%,66%,65%,62%,64%,94%,69%,72%,63%,71%,60%,82%,79%,83%,60%,87%,71%,52%,80%,65%,59%,91%,40%,59%,90%,37%,72%
How satisfied are you with the way things are going in your life these days?,NET Illegal,27%,30%,24%,21%,28%,27%,28%,28%,3%,22%,26%,27%,27%,29%,18%,16%,17%,30%,12%,23%,34%,19%,29%,29%,6%,46%,40%,7%,49%,26%
How satisfied are you with the way things are going in your life these days?,Number of respondents,533,258,271,67,99,175,184,464,18,38,253,277,222,240,25,30,62,237,47,105,82,113,146,274,272,229,32,234,196,42
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,46%,54%,14%,20%,35%,29%,85%,4%,9%,36%,63%,31%,53%,4%,9%,11%,46%,8%,19%,16%,21%,27%,52%,47%,45%,7%,38%,38%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:"
How satisfied are you with the way things are going in your life these days?,(Split A)  The economy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(Split A)  The economy,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,(Split A)  The economy,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Dane,East / North,Milwau. City,Milwau. Suburbs,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Joe Biden,41%,38%,44%,48%,39%,29%,50%,40%,79%,40%,50%,35%,50%,35%,69%,36%,72%,27%,80%,40%,36%,71%,46%,30%,89%,0%,10%,93%,0%,13%
How satisfied are you with the way things are going in your life these days?,Donald Trump,56%,58%,53%,43%,57%,67%,50%,57%,0%,57%,47%,61%,49%,61%,24%,56%,26%,68%,13%,59%,60%,25%,49%,67%,9%,100%,56%,5%,100%,87%
How satisfied are you with the way things are going in your life these days?,[VOL] Don’t know/Refused,4%,4%,4%,9%,4%,5%,0%,3%,21%,4%,3%,4%,1%,4%,7%,8%,2%,5%,7%,1%,4%,4%,5%,3%,2%,0%,34%,2%,0%,0%
How satisfied are you with the way things are going in your life these days?,Number of respondents,265,123,138,35,44,90,92,237,5,16,124,140,111,125,10,11,35,108,20,58,44,50,70,145,133,114,18,118,99,20
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,45%,53%,14%,18%,34%,31%,89%,2%,6%,37%,62%,33%,55%,3%,5%,14%,41%,5%,22%,18%,16%,25%,58%,45%,48%,8%,38%,41%,9%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(Split A)  The Israeli-Palestinian [pah-luh-stin-ian] conflict,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(Split A)  The Israeli-Palestinian [pah-luh-stin-ian] conflict,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,(Split A)  The Israeli-Palestinian [pah-luh-stin-ian] conflict,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Dane,East / North,Milwau. City,Milwau. Suburbs,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Joe Biden,35%,36%,35%,31%,32%,28%,46%,36%,38%,38%,48%,28%,48%,29%,56%,26%,65%,24%,66%,32%,34%,63%,39%,26%,77%,<1%,4%,85%,1%,7%
How satisfied are you with the way things are going in your life these days?,Donald Trump,51%,51%,50%,34%,48%,66%,44%,52%,0%,52%,41%,56%,44%,56%,15%,56%,19%,65%,9%,52%,52%,18%,39%,65%,8%,95%,25%,5%,95%,80%
How satisfied are you with the way things are going in your life these days?,[VOL] Don’t know/Refused,14%,13%,15%,34%,19%,6%,10%,12%,62%,10%,11%,16%,8%,14%,28%,18%,16%,11%,25%,17%,14%,19%,22%,9%,15%,4%,71%,11%,4%,13%
How satisfied are you with the way things are going in your life these days?,Number of respondents,265,123,138,35,44,90,92,237,5,16,124,140,111,125,10,11,35,108,20,58,44,50,70,145,133,114,18,118,99,20
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,45%,53%,14%,18%,34%,31%,89%,2%,6%,37%,62%,33%,55%,3%,5%,14%,41%,5%,22%,18%,16%,25%,58%,45%,48%,8%,38%,41%,9%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(Split A)  Abortion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(Split A)  Abortion,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,(Split A)  Abortion,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Dane,East / North,Milwau. City,Milwau. Suburbs,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Joe Biden,52%,52%,53%,71%,56%,43%,49%,52%,79%,62%,62%,46%,61%,46%,84%,54%,81%,38%,83%,51%,52%,81%,59%,41%,95%,14%,35%,96%,10%,51%
How satisfied are you with the way things are going in your life these days?,Donald Trump,39%,44%,34%,22%,31%,51%,39%,41%,0%,26%,31%,43%,34%,45%,9%,27%,10%,51%,9%,41%,41%,13%,30%,51%,2%,76%,29%,2%,80%,44%
How satisfied are you with the way things are going in your life these days?,[VOL] Don’t know/Refused,9%,4%,13%,6%,12%,6%,11%,7%,21%,12%,7%,10%,5%,9%,7%,19%,9%,10%,7%,8%,7%,6%,11%,9%,3%,10%,36%,2%,9%,6%
How satisfied are you with the way things are going in your life these days?,Number of respondents,265,123,138,35,44,90,92,237,5,16,124,140,111,125,10,11,35,108,20,58,44,50,70,145,133,114,18,118,99,20
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,45%,53%,14%,18%,34%,31%,89%,2%,6%,37%,62%,33%,55%,3%,5%,14%,41%,5%,22%,18%,16%,25%,58%,45%,48%,8%,38%,41%,9%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,Who do you think is most responsible for the Supreme Court ending the constitutional right to an abortion: Joe Biden or Donald Trump?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,Who do you think is most responsible for the Supreme Court ending the constitutional right to an abortion: Joe Biden or Donald Trump?,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,Who do you think is most responsible for the Supreme Court ending the constitutional right to an abortion: Joe Biden or Donald Trump?,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Dane,East / North,Milwau. City,Milwau. Suburbs,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,"Joe Biden, a lot of responsibility",5%,5%,6%,0%,5%,5%,10%,6%,0%,7%,4%,6%,4%,7%,5%,5%,<1%,6%,5%,2%,11%,3%,1%,8%,2%,10%,0%,2%,10%,4%
How satisfied are you with the way things are going in your life these days?,"Joe Biden, some responsibility",9%,7%,11%,16%,10%,7%,6%,8%,15%,11%,5%,10%,5%,10%,0%,13%,6%,9%,8%,4%,16%,10%,4%,11%,5%,13%,7%,2%,13%,14%
How satisfied are you with the way things are going in your life these days?,"Donald Trump, some responsibility",23%,25%,21%,42%,29%,19%,15%,24%,0%,31%,25%,21%,29%,20%,3%,29%,23%,22%,17%,25%,25%,19%,27%,22%,19%,23%,44%,20%,22%,26%
How satisfied are you with the way things are going in your life these days?,"Donald Trump, a lot of responsibility",37%,33%,39%,24%,29%,38%,46%,37%,58%,33%,41%,35%,40%,35%,54%,39%,56%,31%,56%,40%,25%,50%,35%,32%,64%,13%,8%,68%,14%,20%
How satisfied are you with the way things are going in your life these days?,[VOL] Neither,15%,17%,13%,10%,18%,16%,14%,15%,0%,12%,17%,14%,16%,14%,21%,3%,11%,17%,1%,19%,13%,10%,20%,14%,7%,21%,29%,7%,22%,26%
How satisfied are you with the way things are going in your life these days?,[VOL] Both,2%,<1%,4%,5%,2%,3%,<1%,2%,23%,0%,3%,2%,2%,1%,11%,6%,3%,2%,10%,<1%,3%,5%,2%,2%,2%,3%,2%,0%,3%,4%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,9%,12%,6%,3%,7%,11%,9%,9%,3%,6%,5%,12%,4%,13%,6%,5%,0%,13%,3%,10%,7%,4%,10%,10%,1%,17%,11%,<1%,17%,6%
How satisfied are you with the way things are going in your life these days?,NET Biden,14%,12%,17%,16%,15%,12%,16%,14%,15%,18%,9%,17%,9%,17%,5%,18%,7%,16%,13%,6%,27%,13%,6%,19%,7%,23%,7%,4%,23%,18%
How satisfied are you with the way things are going in your life these days?,NET Trump,59%,58%,60%,67%,58%,57%,60%,60%,58%,64%,66%,56%,69%,55%,57%,68%,79%,53%,73%,65%,50%,68%,63%,54%,83%,36%,52%,88%,36%,46%
How satisfied are you with the way things are going in your life these days?,Number of respondents,533,258,271,67,99,175,184,464,18,38,253,277,222,240,25,30,62,237,47,105,82,113,146,274,272,229,32,234,196,42
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,46%,54%,14%,20%,35%,29%,85%,4%,9%,36%,63%,31%,53%,4%,9%,11%,46%,8%,19%,16%,21%,27%,52%,47%,45%,7%,38%,38%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Which comes closest to your view about the political and economic system in America, even if none are exactly right?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Which comes closest to your view about the political and economic system in America, even if none are exactly right?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"Which comes closest to your view about the political and economic system in America, even if none are exactly right?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Dane,East / North,Milwau. City,Milwau. Suburbs,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,The system does not need changes,4%,6%,3%,0%,5%,2%,8%,4%,0%,10%,5%,4%,3%,4%,17%,2%,6%,6%,2%,1%,2%,2%,6%,4%,5%,4%,0%,6%,4%,3%
How satisfied are you with the way things are going in your life these days?,The system needs minor changes,30%,30%,30%,24%,29%,23%,41%,32%,13%,15%,38%,26%,41%,28%,24%,11%,46%,23%,25%,39%,32%,30%,35%,28%,40%,21%,23%,44%,22%,23%
How satisfied are you with the way things are going in your life these days?,The system needs major changes,52%,48%,54%,66%,51%,56%,42%,49%,69%,71%,48%,54%,49%,49%,50%,78%,45%,54%,56%,49%,51%,57%,48%,52%,47%,55%,60%,45%,52%,61%
How satisfied are you with the way things are going in your life these days?,The system needs to be torn down entirely,13%,16%,11%,10%,14%,19%,7%,14%,18%,5%,7%,17%,6%,18%,8%,10%,3%,16%,17%,9%,13%,11%,11%,15%,7%,18%,17%,4%,19%,13%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,1%,<1%,1%,0%,<1%,<.5%,3%,1%,0%,0%,2%,<.5%,2%,<1%,0%,0%,0%,1%,<1%,2%,2%,1%,0%,2%,<1%,2%,0%,<1%,2%,0%
How satisfied are you with the way things are going in your life these days?,Number of respondents,533,258,271,67,99,175,184,464,18,38,253,277,222,240,25,30,62,237,47,105,82,113,146,274,272,229,32,234,196,42
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,46%,54%,14%,20%,35%,29%,85%,4%,9%,36%,63%,31%,53%,4%,9%,11%,46%,8%,19%,16%,21%,27%,52%,47%,45%,7%,38%,38%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"If Donald Trump won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or he would tear down the system completely?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"If Donald Trump won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or he would tear down the system completely?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"If Donald Trump won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or he would tear down the system completely?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Dane,East / North,Milwau. City,Milwau. Suburbs,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Nothing would change,3%,3%,3%,4%,7%,1%,0%,3%,0%,7%,4%,2%,3%,2%,2%,0%,3%,3%,1%,2%,6%,2%,3%,3%,3%,3%,3%,2%,2%,5%
How satisfied are you with the way things are going in your life these days?,Minor changes to how things work,23%,28%,20%,36%,22%,25%,15%,24%,3%,23%,27%,22%,28%,22%,21%,15%,25%,22%,11%,25%,31%,17%,21%,27%,16%,28%,42%,15%,25%,44%
How satisfied are you with the way things are going in your life these days?,Major changes to how things work,45%,49%,43%,41%,50%,51%,41%,47%,27%,45%,42%,48%,43%,50%,38%,42%,35%,48%,29%,50%,50%,39%,48%,47%,31%,64%,23%,31%,68%,35%
How satisfied are you with the way things are going in your life these days?,He would tear down the system entirely,26%,19%,32%,17%,20%,22%,39%,24%,62%,26%,27%,26%,25%,24%,39%,40%,36%,24%,56%,21%,13%,39%,26%,20%,47%,4%,23%,51%,4%,13%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,2%,2%,3%,2%,<.5%,<1%,5%,2%,8%,0%,<1%,3%,<1%,2%,0%,4%,<1%,3%,4%,2%,<.5%,2%,1%,3%,2%,1%,9%,<1%,<1%,3%
How satisfied are you with the way things are going in your life these days?,Number of respondents,533,258,271,67,99,175,184,464,18,38,253,277,222,240,25,30,62,237,47,105,82,113,146,274,272,229,32,234,196,42
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,46%,54%,14%,20%,35%,29%,85%,4%,9%,36%,63%,31%,53%,4%,9%,11%,46%,8%,19%,16%,21%,27%,52%,47%,45%,7%,38%,38%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"If Joe Biden won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or he would tear down the system completely?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"If Joe Biden won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or he would tear down the system completely?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"If Joe Biden won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or he would tear down the system completely?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Dane,East / North,Milwau. City,Milwau. Suburbs,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Nothing would change,35%,39%,31%,43%,39%,38%,22%,35%,11%,46%,32%,36%,32%,37%,35%,30%,40%,35%,14%,34%,42%,19%,38%,39%,25%,43%,47%,22%,41%,47%
How satisfied are you with the way things are going in your life these days?,Minor changes to how things work,40%,34%,45%,51%,46%,30%,42%,40%,53%,31%,44%,38%,46%,37%,36%,42%,45%,36%,57%,41%,36%,56%,40%,33%,62%,16%,43%,64%,15%,37%
How satisfied are you with the way things are going in your life these days?,Major changes to how things work,11%,10%,11%,3%,8%,13%,14%,10%,22%,13%,13%,10%,12%,9%,18%,16%,11%,11%,19%,9%,9%,16%,7%,11%,10%,13%,3%,10%,14%,12%
How satisfied are you with the way things are going in your life these days?,He would tear down the system entirely,11%,13%,9%,3%,6%,14%,16%,12%,0%,8%,9%,12%,9%,12%,3%,7%,4%,14%,5%,12%,12%,6%,10%,14%,<1%,23%,3%,<1%,26%,4%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,4%,4%,4%,<1%,<1%,5%,6%,3%,14%,2%,2%,4%,1%,4%,7%,5%,2%,4%,6%,5%,2%,3%,5%,3%,3%,4%,4%,3%,4%,0%
How satisfied are you with the way things are going in your life these days?,Number of respondents,533,258,271,67,99,175,184,464,18,38,253,277,222,240,25,30,62,237,47,105,82,113,146,274,272,229,32,234,196,42
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,46%,54%,14%,20%,35%,29%,85%,4%,9%,36%,63%,31%,53%,4%,9%,11%,46%,8%,19%,16%,21%,27%,52%,47%,45%,7%,38%,38%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"(If Trump major/minor change or tear down the system)  Do you think the changes that Donald Trump would make would be good for the country or bad for the country, or neither good nor bad?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"(If Trump major/minor change or tear down the system)  Do you think the changes that Donald Trump would make would be good for the country or bad for the country, or neither good nor bad?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"(If Trump major/minor change or tear down the system)  Do you think the changes that Donald Trump would make would be good for the country or bad for the country, or neither good nor bad?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Dane,East / North,Milwau. City,Milwau. Suburbs,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Very good for the country,29%,35%,24%,11%,21%,42%,28%,31%,5%,29%,22%,34%,21%,36%,29%,18%,16%,37%,4%,31%,28%,15%,34%,32%,2%,62%,4%,2%,70%,7%
How satisfied are you with the way things are going in your life these days?,Somewhat good for the country,13%,13%,12%,17%,16%,11%,11%,12%,24%,11%,14%,12%,15%,11%,5%,21%,6%,12%,20%,12%,16%,12%,9%,15%,4%,23%,4%,2%,20%,26%
How satisfied are you with the way things are going in your life these days?,Somewhat bad for the country,6%,5%,7%,18%,6%,4%,3%,6%,3%,11%,6%,6%,6%,6%,12%,7%,10%,5%,2%,10%,4%,8%,6%,6%,11%,<.5%,13%,11%,<.5%,0%
How satisfied are you with the way things are going in your life these days?,Very bad for the country,33%,27%,39%,28%,35%,24%,46%,34%,43%,27%,44%,28%,44%,28%,42%,30%,54%,28%,45%,33%,30%,47%,36%,26%,65%,1%,25%,73%,1%,26%
How satisfied are you with the way things are going in your life these days?,Neither good nor bad,12%,14%,11%,14%,13%,16%,7%,12%,17%,15%,10%,14%,10%,13%,9%,20%,11%,11%,24%,9%,17%,14%,9%,14%,12%,9%,34%,9%,5%,27%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,1%,<1%,2%,5%,2%,0%,<.5%,1%,0%,0%,<.5%,2%,<.5%,1%,0%,0%,0%,2%,0%,2%,0%,0%,1%,2%,<1%,<1%,8%,<.5%,<1%,6%
How satisfied are you with the way things are going in your life these days?,[PREVIOUSLY] Nothing would change,3%,3%,3%,4%,7%,1%,0%,3%,0%,7%,4%,2%,3%,2%,2%,0%,3%,3%,1%,2%,6%,2%,3%,3%,3%,3%,3%,2%,2%,5%
How satisfied are you with the way things are going in your life these days?,[PREVIOUSLY] Don’t know/Refused,2%,2%,3%,2%,<.5%,<1%,5%,2%,8%,0%,<1%,3%,<1%,2%,0%,4%,<1%,3%,4%,2%,<.5%,2%,1%,3%,2%,1%,9%,<1%,<1%,3%
How satisfied are you with the way things are going in your life these days?,NET Good,42%,48%,36%,28%,37%,53%,38%,43%,29%,40%,36%,45%,35%,47%,34%,39%,21%,49%,24%,43%,43%,27%,43%,47%,6%,85%,8%,4%,90%,32%
