itm,v1,registered_voters_registered_voters,gender_men,gender_women,age_18_29,age_30_44,age_45_64,age_65,race_ethnicity_white,race_ethnicity_hispanic,race_ethnicity_oth,education_b_a,education_no_b_a,race_education_white_college,race_education_white_no_college,race_education_non_white_college,race_education_non_white_no_college,region_clark_county,region_rural,region_washoe_county,neighborhood_type_city,neighborhood_type_suburb,neighborhood_type_rural_small_town,x2024_vote_head_to_head_biden,x2024_vote_head_to_head_trump,x2024_vote_head_to_head_oth,x2024_vote_includes_third_parties_biden,x2024_vote_includes_third_parties_trump,x2024_vote_includes_third_parties_kennedy,x2024_vote_includes_third_parties_oth,party_id_dem
How satisfied are you with the way things are going in your life these days?,Always legal,43%,39%,48%,54%,42%,40%,41%,46%,38%,45%,50%,41%,51%,43%,48%,41%,46%,37%,35%,46%,46%,32%,68%,23%,50%,70%,19%,48%,56%,71%
How satisfied are you with the way things are going in your life these days?,Mostly legal,26%,27%,27%,30%,27%,26%,22%,26%,25%,30%,25%,28%,24%,27%,26%,28%,25%,32%,27%,24%,25%,36%,18%,34%,21%,18%,35%,21%,23%,19%
How satisfied are you with the way things are going in your life these days?,Mostly illegal,16%,19%,13%,13%,19%,15%,19%,16%,18%,12%,15%,16%,16%,15%,11%,15%,16%,16%,13%,17%,14%,17%,7%,24%,11%,6%,24%,15%,13%,4%
How satisfied are you with the way things are going in your life these days?,Always illegal,8%,7%,9%,2%,9%,7%,10%,6%,12%,9%,6%,9%,5%,7%,8%,11%,6%,5%,16%,7%,8%,9%,4%,11%,7%,4%,12%,4%,5%,5%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,6%,9%,4%,<1%,4%,12%,7%,7%,7%,4%,6%,6%,4%,8%,7%,4%,5%,10%,9%,6%,7%,7%,2%,9%,11%,1%,10%,11%,3%,<1%
How satisfied are you with the way things are going in your life these days?,NET Legal,70%,65%,75%,84%,69%,66%,64%,72%,63%,75%,74%,69%,75%,70%,74%,69%,72%,69%,62%,70%,71%,68%,87%,57%,71%,88%,54%,69%,79%,90%
How satisfied are you with the way things are going in your life these days?,NET Illegal,24%,26%,21%,15%,27%,22%,29%,22%,30%,21%,20%,25%,21%,22%,19%,27%,23%,22%,29%,24%,22%,25%,11%,35%,18%,10%,36%,19%,18%,9%
How satisfied are you with the way things are going in your life these days?,Number of respondents,508,258,245,96,109,156,124,286,97,109,187,317,124,160,55,149,361,64,83,231,181,96,205,248,55,154,205,60,89,133
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,52%,48%,18%,25%,29%,24%,54%,20%,23%,29%,69%,18%,35%,10%,32%,72%,11%,16%,44%,37%,19%,38%,50%,13%,27%,41%,12%,19%,25%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:","Regardless of how you might vote, tell me whether you trust Joe Biden or Donald Trump to do a better job on each of the following:"
How satisfied are you with the way things are going in your life these days?,(Split A)  The economy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(Split A)  The economy,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),Party ID
How satisfied are you with the way things are going in your life these days?,(Split A)  The economy,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Clark County,Rural,Washoe County,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.,Dem.
How satisfied are you with the way things are going in your life these days?,Joe Biden,32%,28%,35%,24%,30%,30%,40%,34%,24%,33%,45%,26%,53%,24%,29%,29%,34%,16%,30%,33%,36%,19%,70%,0%,14%,79%,0%,18%,31%,69%
How satisfied are you with the way things are going in your life these days?,Donald Trump,61%,66%,57%,69%,63%,63%,52%,59%,70%,57%,52%,66%,45%,67%,70%,63%,59%,72%,67%,60%,57%,73%,23%,100%,57%,19%,100%,69%,44%,25%
How satisfied are you with the way things are going in your life these days?,[VOL] Don’t know/Refused,7%,6%,8%,7%,6%,7%,8%,7%,6%,9%,2%,8%,2%,9%,2%,8%,7%,12%,3%,7%,6%,8%,8%,<.5%,29%,2%,0%,13%,25%,7%
How satisfied are you with the way things are going in your life these days?,Number of respondents,279,138,138,55,56,83,75,150,57,63,107,170,68,81,36,83,203,36,40,124,102,53,126,122,31,91,105,28,55,80
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,52%,47%,19%,23%,28%,27%,54%,23%,21%,30%,69%,19%,35%,11%,32%,72%,12%,16%,43%,38%,19%,43%,45%,12%,29%,40%,10%,21%,28%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(Split A)  The Israeli-Palestinian [pah-luh-stin-ian] conflict,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(Split A)  The Israeli-Palestinian [pah-luh-stin-ian] conflict,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),Party ID
How satisfied are you with the way things are going in your life these days?,(Split A)  The Israeli-Palestinian [pah-luh-stin-ian] conflict,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Clark County,Rural,Washoe County,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.,Dem.
How satisfied are you with the way things are going in your life these days?,Joe Biden,32%,26%,37%,28%,35%,31%,31%,32%,36%,28%,40%,28%,45%,24%,29%,34%,34%,19%,31%,33%,37%,18%,65%,5%,13%,77%,3%,30%,25%,67%
How satisfied are you with the way things are going in your life these days?,Donald Trump,52%,61%,43%,56%,50%,51%,51%,55%,47%,48%,39%,58%,34%,65%,51%,47%,51%,68%,44%,51%,46%,66%,17%,90%,36%,12%,91%,52%,34%,14%
How satisfied are you with the way things are going in your life these days?,[VOL] Don’t know/Refused,16%,13%,21%,16%,16%,18%,18%,14%,17%,24%,20%,14%,21%,10%,20%,19%,15%,13%,25%,16%,17%,15%,18%,6%,51%,12%,6%,18%,41%,19%
How satisfied are you with the way things are going in your life these days?,Number of respondents,279,138,138,55,56,83,75,150,57,63,107,170,68,81,36,83,203,36,40,124,102,53,126,122,31,91,105,28,55,80
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,52%,47%,19%,23%,28%,27%,54%,23%,21%,30%,69%,19%,35%,11%,32%,72%,12%,16%,43%,38%,19%,43%,45%,12%,29%,40%,10%,21%,28%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(Split A)  Abortion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(Split A)  Abortion,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),Party ID
How satisfied are you with the way things are going in your life these days?,(Split A)  Abortion,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Clark County,Rural,Washoe County,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.,Dem.
How satisfied are you with the way things are going in your life these days?,Joe Biden,48%,46%,50%,55%,52%,39%,48%,50%,48%,46%,63%,41%,69%,40%,52%,45%,50%,43%,42%,46%,53%,44%,86%,15%,35%,86%,11%,75%,52%,84%
How satisfied are you with the way things are going in your life these days?,Donald Trump,39%,38%,39%,35%,36%,40%,42%,42%,41%,30%,29%,43%,30%,48%,29%,39%,36%,41%,47%,41%,34%,43%,10%,70%,22%,10%,73%,17%,23%,3%
How satisfied are you with the way things are going in your life these days?,[VOL] Don’t know/Refused,13%,15%,11%,10%,11%,20%,10%,8%,10%,24%,8%,16%,1%,12%,19%,16%,14%,15%,11%,13%,13%,13%,4%,14%,43%,3%,16%,9%,25%,13%
How satisfied are you with the way things are going in your life these days?,Number of respondents,279,138,138,55,56,83,75,150,57,63,107,170,68,81,36,83,203,36,40,124,102,53,126,122,31,91,105,28,55,80
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,52%,47%,19%,23%,28%,27%,54%,23%,21%,30%,69%,19%,35%,11%,32%,72%,12%,16%,43%,38%,19%,43%,45%,12%,29%,40%,10%,21%,28%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,Who do you think is most responsible for the Supreme Court ending the constitutional right to an abortion: Joe Biden or Donald Trump?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,Who do you think is most responsible for the Supreme Court ending the constitutional right to an abortion: Joe Biden or Donald Trump?,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),Party ID
How satisfied are you with the way things are going in your life these days?,Who do you think is most responsible for the Supreme Court ending the constitutional right to an abortion: Joe Biden or Donald Trump?,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Clark County,Rural,Washoe County,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.,Dem.
How satisfied are you with the way things are going in your life these days?,"Joe Biden, a lot of responsibility",10%,12%,9%,9%,10%,12%,10%,10%,11%,9%,4%,13%,4%,13%,4%,13%,10%,6%,13%,10%,9%,11%,5%,15%,5%,5%,16%,7%,6%,5%
How satisfied are you with the way things are going in your life these days?,"Joe Biden, some responsibility",10%,8%,13%,17%,14%,7%,7%,5%,16%,18%,6%,12%,<1%,7%,15%,17%,13%,3%,4%,12%,12%,2%,8%,11%,15%,6%,10%,8%,18%,6%
How satisfied are you with the way things are going in your life these days?,"Donald Trump, some responsibility",20%,22%,18%,34%,21%,13%,17%,22%,18%,21%,24%,20%,25%,21%,24%,19%,20%,15%,26%,21%,19%,21%,20%,19%,25%,17%,18%,27%,26%,19%
How satisfied are you with the way things are going in your life these days?,"Donald Trump, a lot of responsibility",31%,29%,33%,19%,26%,32%,42%,35%,28%,22%,46%,24%,48%,28%,39%,21%,32%,26%,29%,34%,31%,21%,59%,15%,10%,64%,14%,28%,20%,61%
How satisfied are you with the way things are going in your life these days?,[VOL] Neither,12%,13%,12%,9%,12%,20%,8%,14%,9%,14%,13%,12%,14%,13%,11%,12%,11%,17%,14%,9%,11%,23%,<1%,19%,21%,1%,20%,13%,11%,3%
How satisfied are you with the way things are going in your life these days?,[VOL] Both,2%,2%,2%,4%,4%,<1%,0%,1%,3%,3%,<1%,3%,1%,1%,0%,4%,1%,4%,4%,2%,3%,2%,2%,<1%,8%,0%,1%,<1%,8%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,14%,14%,13%,8%,14%,16%,15%,13%,15%,13%,7%,16%,7%,17%,6%,15%,12%,30%,10%,11%,14%,19%,5%,19%,16%,6%,19%,17%,9%,6%
How satisfied are you with the way things are going in your life these days?,NET Biden,21%,20%,21%,26%,23%,19%,17%,14%,28%,27%,10%,25%,5%,20%,20%,29%,23%,9%,16%,23%,22%,13%,13%,27%,20%,11%,27%,15%,24%,11%
How satisfied are you with the way things are going in your life these days?,NET Trump,51%,51%,51%,53%,46%,45%,60%,58%,46%,43%,69%,44%,73%,49%,63%,39%,52%,40%,56%,56%,51%,42%,80%,34%,35%,82%,32%,54%,47%,79%
How satisfied are you with the way things are going in your life these days?,Number of respondents,508,258,245,96,109,156,124,286,97,109,187,317,124,160,55,149,361,64,83,231,181,96,205,248,55,154,205,60,89,133
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,52%,48%,18%,25%,29%,24%,54%,20%,23%,29%,69%,18%,35%,10%,32%,72%,11%,16%,44%,37%,19%,38%,50%,13%,27%,41%,12%,19%,25%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Which comes closest to your view about the political and economic system in America, even if none are exactly right?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Which comes closest to your view about the political and economic system in America, even if none are exactly right?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),Party ID
How satisfied are you with the way things are going in your life these days?,"Which comes closest to your view about the political and economic system in America, even if none are exactly right?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Clark County,Rural,Washoe County,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.,Dem.
How satisfied are you with the way things are going in your life these days?,The system does not need changes,2%,2%,1%,1%,0%,2%,3%,1%,3%,<.5%,<1%,2%,0%,2%,<1%,2%,2%,4%,<1%,2%,<1%,2%,1%,2%,3%,2%,2%,0%,2%,<1%
How satisfied are you with the way things are going in your life these days?,The system needs minor changes,26%,31%,23%,17%,27%,23%,34%,35%,16%,17%,34%,23%,44%,29%,15%,18%,25%,21%,37%,27%,26%,27%,33%,24%,17%,42%,25%,18%,13%,31%
How satisfied are you with the way things are going in your life these days?,The system needs major changes,54%,54%,55%,66%,50%,57%,48%,47%,65%,62%,47%,57%,41%,51%,59%,64%,55%,59%,50%,52%,56%,56%,53%,54%,58%,47%,54%,56%,65%,57%
How satisfied are you with the way things are going in your life these days?,The system needs to be torn down entirely,17%,13%,20%,14%,22%,16%,14%,17%,14%,19%,17%,17%,15%,18%,24%,15%,17%,16%,12%,17%,17%,14%,12%,19%,20%,8%,18%,26%,19%,10%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,<1%,1%,<1%,1%,<1%,1%,1%,<.5%,3%,1%,<1%,1%,<1%,0%,<1%,2%,1%,<1%,0%,1%,<1%,<1%,<1%,<1%,2%,<1%,1%,0%,2%,<1%
How satisfied are you with the way things are going in your life these days?,Number of respondents,508,258,245,96,109,156,124,286,97,109,187,317,124,160,55,149,361,64,83,231,181,96,205,248,55,154,205,60,89,133
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,52%,48%,18%,25%,29%,24%,54%,20%,23%,29%,69%,18%,35%,10%,32%,72%,11%,16%,44%,37%,19%,38%,50%,13%,27%,41%,12%,19%,25%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"If Donald Trump won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or he would tear down the system completely?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"If Donald Trump won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or he would tear down the system completely?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),Party ID
How satisfied are you with the way things are going in your life these days?,"If Donald Trump won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or he would tear down the system completely?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Clark County,Rural,Washoe County,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.,Dem.
How satisfied are you with the way things are going in your life these days?,Nothing would change,4%,3%,4%,10%,5%,<1%,2%,2%,9%,3%,3%,4%,3%,1%,2%,7%,4%,2%,3%,4%,5%,2%,8%,<1%,2%,6%,<1%,5%,7%,5%
How satisfied are you with the way things are going in your life these days?,Minor changes to how things work,28%,34%,21%,35%,35%,27%,15%,29%,29%,24%,29%,28%,31%,28%,29%,27%,26%,33%,29%,26%,26%,34%,19%,31%,39%,17%,30%,40%,29%,16%
How satisfied are you with the way things are going in your life these days?,Major changes to how things work,42%,36%,47%,43%,41%,44%,42%,40%,44%,44%,40%,42%,36%,43%,50%,41%,42%,39%,44%,40%,42%,45%,24%,61%,20%,22%,62%,30%,33%,28%
How satisfied are you with the way things are going in your life these days?,He would tear down the system entirely,24%,23%,25%,11%,17%,26%,36%,28%,13%,22%,26%,22%,30%,26%,15%,19%,25%,21%,18%,28%,22%,16%,46%,5%,28%,51%,5%,21%,26%,48%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,3%,3%,3%,1%,2%,2%,6%,1%,4%,6%,2%,4%,0%,2%,5%,6%,2%,5%,6%,2%,5%,3%,3%,1%,11%,4%,2%,4%,5%,4%
How satisfied are you with the way things are going in your life these days?,Number of respondents,508,258,245,96,109,156,124,286,97,109,187,317,124,160,55,149,361,64,83,231,181,96,205,248,55,154,205,60,89,133
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,52%,48%,18%,25%,29%,24%,54%,20%,23%,29%,69%,18%,35%,10%,32%,72%,11%,16%,44%,37%,19%,38%,50%,13%,27%,41%,12%,19%,25%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"If Joe Biden won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or he would tear down the system completely?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"If Joe Biden won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or he would tear down the system completely?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),Party ID
How satisfied are you with the way things are going in your life these days?,"If Joe Biden won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or he would tear down the system completely?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Clark County,Rural,Washoe County,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.,Dem.
How satisfied are you with the way things are going in your life these days?,Nothing would change,32%,34%,31%,29%,43%,39%,14%,30%,32%,40%,31%,34%,30%,31%,36%,37%,32%,37%,32%,33%,28%,40%,17%,42%,38%,8%,42%,52%,32%,20%
How satisfied are you with the way things are going in your life these days?,Minor changes to how things work,39%,36%,42%,54%,41%,26%,42%,38%,45%,34%,45%,37%,47%,35%,40%,39%,41%,26%,40%,40%,43%,30%,66%,19%,39%,70%,15%,36%,50%,58%
How satisfied are you with the way things are going in your life these days?,Major changes to how things work,9%,10%,7%,3%,8%,9%,14%,7%,9%,13%,9%,8%,8%,5%,11%,11%,9%,9%,6%,9%,9%,6%,13%,7%,3%,17%,7%,4%,4%,20%
How satisfied are you with the way things are going in your life these days?,He would tear down the system entirely,16%,15%,17%,14%,7%,19%,24%,21%,12%,9%,13%,17%,14%,25%,11%,9%,15%,19%,20%,15%,17%,18%,2%,28%,10%,3%,32%,6%,8%,<.5%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,4%,4%,3%,0%,<1%,7%,5%,3%,2%,5%,2%,4%,<1%,4%,2%,4%,3%,9%,3%,4%,3%,6%,2%,4%,9%,2%,4%,2%,6%,2%
How satisfied are you with the way things are going in your life these days?,Number of respondents,508,258,245,96,109,156,124,286,97,109,187,317,124,160,55,149,361,64,83,231,181,96,205,248,55,154,205,60,89,133
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,52%,48%,18%,25%,29%,24%,54%,20%,23%,29%,69%,18%,35%,10%,32%,72%,11%,16%,44%,37%,19%,38%,50%,13%,27%,41%,12%,19%,25%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"(If Trump major/minor change or tear down the system)  Do you think the changes that Donald Trump would make would be good for the country or bad for the country, or neither good nor bad?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"(If Trump major/minor change or tear down the system)  Do you think the changes that Donald Trump would make would be good for the country or bad for the country, or neither good nor bad?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),Party ID
How satisfied are you with the way things are going in your life these days?,"(If Trump major/minor change or tear down the system)  Do you think the changes that Donald Trump would make would be good for the country or bad for the country, or neither good nor bad?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Clark County,Rural,Washoe County,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.,Dem.
How satisfied are you with the way things are going in your life these days?,Very good for the country,29%,33%,26%,16%,25%,38%,36%,36%,23%,19%,23%,32%,25%,42%,21%,20%,29%,42%,24%,31%,24%,38%,2%,57%,2%,1%,64%,11%,5%,5%
How satisfied are you with the way things are going in your life these days?,Somewhat good for the country,15%,15%,14%,22%,17%,14%,6%,11%,15%,21%,15%,15%,13%,11%,20%,18%,16%,6%,16%,15%,16%,12%,7%,21%,15%,6%,21%,17%,12%,7%
How satisfied are you with the way things are going in your life these days?,Somewhat bad for the country,4%,4%,4%,8%,7%,2%,0%,3%,7%,4%,5%,4%,3%,3%,7%,5%,4%,3%,3%,4%,5%,2%,7%,1%,5%,7%,<.5%,8%,6%,7%
How satisfied are you with the way things are going in your life these days?,Very bad for the country,25%,23%,27%,9%,22%,24%,41%,31%,15%,20%,38%,19%,43%,24%,27%,15%,25%,23%,24%,28%,25%,17%,61%,<1%,11%,70%,<.5%,10%,23%,61%
How satisfied are you with the way things are going in your life these days?,Neither good nor bad,19%,19%,20%,31%,22%,18%,8%,14%,24%,26%,13%,21%,11%,16%,17%,27%,19%,15%,21%,16%,20%,23%,12%,16%,51%,6%,11%,45%,40%,10%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,1%,<1%,2%,2%,0%,1%,1%,<1%,2%,<1%,1%,1%,2%,<.5%,0%,2%,<.5%,4%,4%,<1%,1%,2%,0%,2%,3%,0%,1%,<1%,3%,1%
