itm,v1,registered_voters_registered_voters,gender_men,gender_women,age_18_29,age_30_44,age_45_64,age_65,race_ethnicity_white,race_ethnicity_black,race_ethnicity_oth,education_b_a,education_no_b_a,race_education_white_college,race_education_white_no_college,race_education_non_white_college,race_education_non_white_no_college,region_dekalb_fulton,region_inner_atlanta_suburbs,region_north,region_outer_atlanta_suburbs,region_south,neighborhood_type_city,neighborhood_type_suburb,neighborhood_type_rural_small_town,x2024_vote_head_to_head_biden,x2024_vote_head_to_head_trump,x2024_vote_head_to_head_oth,x2024_vote_includes_third_parties_biden,x2024_vote_includes_third_parties_trump,x2024_vote_includes_third_parties_kennedy
How satisfied are you with the way things are going in your life these days?,(Split A)  The economy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(Split A)  The economy,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,(Split A)  The economy,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",DeKalb / Fulton,Inner Atlanta Suburbs,North,Outer Atlanta Suburbs,South,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Joe Biden,34%,31%,36%,15%,38%,36%,46%,15%,65%,38%,43%,29%,24%,11%,66%,52%,53%,50%,21%,25%,28%,28%,42%,25%,80%,<1%,18%,87%,<1%,9%
How satisfied are you with the way things are going in your life these days?,Donald Trump,58%,65%,52%,76%,57%,52%,50%,80%,21%,56%,50%,62%,72%,83%,26%,36%,29%,43%,68%,73%,67%,55%,51%,68%,17%,96%,40%,9%,95%,86%
How satisfied are you with the way things are going in your life these days?,[VOL] Don’t know/Refused,8%,4%,12%,9%,5%,12%,5%,5%,14%,6%,6%,8%,4%,6%,8%,12%,18%,8%,11%,3%,5%,17%,7%,7%,3%,3%,42%,3%,4%,5%
How satisfied are you with the way things are going in your life these days?,Number of respondents,243,108,132,71,59,63,44,128,69,38,116,125,57,70,53,53,36,50,40,61,56,25,127,91,102,112,29,83,88,24
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,47%,52%,21%,24%,28%,25%,53%,29%,14%,36%,63%,18%,35%,16%,27%,15%,20%,18%,25%,22%,9%,52%,39%,40%,48%,12%,33%,39%,8%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(Split A)  The Israeli-Palestinian [pah-luh-stin-ian] conflict,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(Split A)  The Israeli-Palestinian [pah-luh-stin-ian] conflict,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,(Split A)  The Israeli-Palestinian [pah-luh-stin-ian] conflict,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",DeKalb / Fulton,Inner Atlanta Suburbs,North,Outer Atlanta Suburbs,South,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Joe Biden,37%,37%,38%,30%,46%,39%,34%,24%,59%,41%,47%,31%,34%,17%,63%,47%,47%,62%,26%,19%,38%,46%,45%,25%,81%,7%,18%,85%,1%,31%
How satisfied are you with the way things are going in your life these days?,Donald Trump,47%,51%,44%,53%,35%,48%,52%,70%,12%,44%,40%,52%,59%,76%,22%,23%,21%,22%,64%,70%,48%,31%,39%,62%,3%,87%,36%,2%,92%,51%
How satisfied are you with the way things are going in your life these days?,[VOL] Don’t know/Refused,15%,12%,18%,16%,19%,13%,14%,7%,29%,15%,13%,17%,8%,6%,15%,30%,31%,16%,10%,11%,14%,23%,16%,13%,17%,7%,47%,13%,7%,18%
How satisfied are you with the way things are going in your life these days?,Number of respondents,243,108,132,71,59,63,44,128,69,38,116,125,57,70,53,53,36,50,40,61,56,25,127,91,102,112,29,83,88,24
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,47%,52%,21%,24%,28%,25%,53%,29%,14%,36%,63%,18%,35%,16%,27%,15%,20%,18%,25%,22%,9%,52%,39%,40%,48%,12%,33%,39%,8%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(Split A)  Abortion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(Split A)  Abortion,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,(Split A)  Abortion,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",DeKalb / Fulton,Inner Atlanta Suburbs,North,Outer Atlanta Suburbs,South,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Joe Biden,47%,49%,45%,46%,59%,42%,42%,33%,72%,43%,58%,41%,43%,27%,71%,58%,55%,69%,24%,38%,49%,51%,57%,32%,92%,17%,18%,92%,7%,59%
How satisfied are you with the way things are going in your life these days?,Donald Trump,41%,44%,38%,37%,34%,44%,47%,62%,8%,34%,33%,46%,51%,69%,18%,16%,20%,19%,62%,55%,42%,29%,30%,57%,2%,75%,29%,1%,87%,20%
How satisfied are you with the way things are going in your life these days?,[VOL] Don’t know/Refused,12%,7%,16%,17%,7%,14%,10%,5%,20%,23%,9%,14%,6%,4%,10%,26%,25%,12%,13%,6%,9%,20%,12%,10%,6%,7%,53%,7%,6%,21%
How satisfied are you with the way things are going in your life these days?,Number of respondents,243,108,132,71,59,63,44,128,69,38,116,125,57,70,53,53,36,50,40,61,56,25,127,91,102,112,29,83,88,24
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,47%,52%,21%,24%,28%,25%,53%,29%,14%,36%,63%,18%,35%,16%,27%,15%,20%,18%,25%,22%,9%,52%,39%,40%,48%,12%,33%,39%,8%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,Who do you think is most responsible for the Supreme Court ending the constitutional right to an abortion: Joe Biden or Donald Trump?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,Who do you think is most responsible for the Supreme Court ending the constitutional right to an abortion: Joe Biden or Donald Trump?,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,Who do you think is most responsible for the Supreme Court ending the constitutional right to an abortion: Joe Biden or Donald Trump?,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",DeKalb / Fulton,Inner Atlanta Suburbs,North,Outer Atlanta Suburbs,South,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,"Joe Biden, a lot of responsibility",7%,7%,7%,4%,10%,5%,11%,7%,8%,8%,3%,9%,4%,9%,3%,11%,4%,8%,7%,6%,10%,9%,6%,8%,5%,10%,3%,5%,11%,8%
How satisfied are you with the way things are going in your life these days?,"Joe Biden, some responsibility",11%,10%,12%,15%,11%,8%,11%,10%,14%,9%,3%,15%,4%,14%,3%,19%,10%,11%,11%,7%,14%,10%,13%,9%,9%,13%,10%,9%,14%,7%
How satisfied are you with the way things are going in your life these days?,"Donald Trump, some responsibility",20%,22%,19%,24%,22%,21%,12%,25%,14%,14%,25%,18%,30%,23%,19%,12%,12%,17%,23%,29%,19%,18%,19%,23%,16%,25%,17%,13%,23%,35%
How satisfied are you with the way things are going in your life these days?,"Donald Trump, a lot of responsibility",30%,29%,31%,21%,23%,39%,34%,25%,41%,27%,38%,26%,28%,23%,51%,29%,40%,35%,27%,29%,23%,24%,34%,26%,56%,13%,16%,62%,13%,21%
How satisfied are you with the way things are going in your life these days?,[VOL] Neither,11%,14%,9%,8%,10%,13%,14%,13%,7%,12%,14%,10%,15%,12%,13%,7%,16%,14%,8%,10%,10%,18%,12%,9%,3%,17%,14%,2%,18%,13%
How satisfied are you with the way things are going in your life these days?,[VOL] Both,1%,<1%,2%,6%,0%,1%,0%,1%,1%,3%,<.5%,2%,<1%,1%,0%,3%,0%,0%,4%,1%,2%,0%,1%,2%,2%,2%,0%,<1%,<.5%,1%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,19%,17%,20%,23%,24%,13%,18%,19%,15%,25%,16%,20%,19%,20%,11%,19%,19%,15%,19%,17%,23%,21%,16%,22%,9%,21%,40%,8%,21%,15%
How satisfied are you with the way things are going in your life these days?,NET Biden,18%,17%,19%,19%,21%,13%,22%,17%,22%,18%,7%,25%,8%,22%,6%,30%,15%,19%,18%,13%,24%,19%,19%,17%,14%,23%,13%,15%,24%,15%
How satisfied are you with the way things are going in your life these days?,NET Trump,50%,51%,50%,45%,44%,60%,46%,50%,55%,42%,63%,44%,58%,45%,70%,42%,51%,52%,50%,58%,42%,42%,53%,49%,72%,37%,33%,75%,37%,56%
How satisfied are you with the way things are going in your life these days?,Number of respondents,470,213,251,130,118,134,74,261,127,69,227,240,123,137,95,99,86,88,84,103,109,51,242,177,190,224,56,151,180,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,49%,50%,20%,24%,32%,21%,56%,29%,13%,36%,63%,19%,36%,15%,26%,18%,18%,18%,22%,26%,10%,50%,39%,39%,49%,12%,33%,40%,8%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Which comes closest to your view about the political and economic system in America, even if none are exactly right?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Which comes closest to your view about the political and economic system in America, even if none are exactly right?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"Which comes closest to your view about the political and economic system in America, even if none are exactly right?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",DeKalb / Fulton,Inner Atlanta Suburbs,North,Outer Atlanta Suburbs,South,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,The system does not need changes,1%,<.5%,1%,0%,3%,<1%,0%,1%,0%,2%,<1%,1%,0%,2%,1%,0%,1%,1%,<1%,0%,2%,0%,2%,<.5%,2%,<1%,0%,2%,<1%,0%
How satisfied are you with the way things are going in your life these days?,The system needs minor changes,23%,29%,17%,21%,11%,30%,29%,25%,19%,25%,31%,19%,41%,16%,20%,23%,22%,32%,15%,22%,23%,23%,25%,20%,30%,20%,9%,34%,19%,14%
How satisfied are you with the way things are going in your life these days?,The system needs major changes,58%,58%,58%,59%,54%,60%,55%,56%,60%,57%,56%,60%,49%,60%,62%,60%,64%,53%,63%,58%,54%,58%,59%,56%,57%,60%,52%,54%,63%,68%
How satisfied are you with the way things are going in your life these days?,The system needs to be torn down entirely,16%,12%,19%,19%,30%,9%,8%,16%,16%,14%,12%,18%,9%,20%,16%,16%,11%,12%,17%,19%,18%,19%,12%,20%,10%,17%,29%,9%,15%,18%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,2%,<1%,4%,2%,2%,<.5%,7%,2%,4%,2%,<1%,2%,1%,2%,<.5%,1%,2%,2%,4%,<1%,3%,0%,2%,4%,<1%,2%,10%,<1%,2%,0%
How satisfied are you with the way things are going in your life these days?,Number of respondents,470,213,251,130,118,134,74,261,127,69,227,240,123,137,95,99,86,88,84,103,109,51,242,177,190,224,56,151,180,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,49%,50%,20%,24%,32%,21%,56%,29%,13%,36%,63%,19%,36%,15%,26%,18%,18%,18%,22%,26%,10%,50%,39%,39%,49%,12%,33%,40%,8%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"If Donald Trump won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or he would tear down the system completely?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"If Donald Trump won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or he would tear down the system completely?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"If Donald Trump won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or he would tear down the system completely?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",DeKalb / Fulton,Inner Atlanta Suburbs,North,Outer Atlanta Suburbs,South,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Nothing would change,4%,4%,4%,2%,11%,2%,2%,4%,6%,0%,6%,3%,8%,2%,2%,5%,11%,2%,3%,3%,3%,10%,3%,4%,6%,2%,8%,5%,1%,12%
How satisfied are you with the way things are going in your life these days?,Minor changes to how things work,22%,28%,17%,31%,25%,20%,11%,23%,14%,31%,32%,17%,36%,16%,27%,16%,23%,28%,16%,23%,22%,18%,25%,20%,17%,27%,20%,12%,25%,41%
How satisfied are you with the way things are going in your life these days?,Major changes to how things work,46%,47%,44%,50%,41%,46%,52%,58%,26%,45%,37%,52%,41%,68%,32%,33%,37%,37%,57%,55%,43%,38%,43%,52%,26%,65%,34%,27%,68%,38%
How satisfied are you with the way things are going in your life these days?,He would tear down the system entirely,23%,18%,28%,12%,21%,27%,28%,12%,46%,20%,23%,24%,13%,11%,37%,40%,23%,26%,21%,16%,29%,27%,25%,20%,47%,4%,22%,53%,3%,10%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,4%,2%,6%,4%,2%,4%,7%,2%,8%,5%,3%,4%,2%,3%,3%,6%,6%,7%,4%,3%,3%,7%,4%,4%,3%,2%,16%,3%,2%,0%
How satisfied are you with the way things are going in your life these days?,Number of respondents,470,213,251,130,118,134,74,261,127,69,227,240,123,137,95,99,86,88,84,103,109,51,242,177,190,224,56,151,180,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,49%,50%,20%,24%,32%,21%,56%,29%,13%,36%,63%,19%,36%,15%,26%,18%,18%,18%,22%,26%,10%,50%,39%,39%,49%,12%,33%,40%,8%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"If Joe Biden won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or he would tear down the system completely?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"If Joe Biden won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or he would tear down the system completely?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"If Joe Biden won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or he would tear down the system completely?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",DeKalb / Fulton,Inner Atlanta Suburbs,North,Outer Atlanta Suburbs,South,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Nothing would change,33%,37%,31%,38%,43%,32%,22%,42%,19%,31%,30%,36%,36%,44%,21%,24%,20%,29%,39%,40%,36%,28%,29%,40%,17%,46%,34%,13%,46%,58%
How satisfied are you with the way things are going in your life these days?,Minor changes to how things work,35%,33%,36%,42%,32%,40%,23%,30%,42%,39%,46%,29%,42%,24%,52%,37%,44%,48%,23%,27%,33%,36%,43%,24%,62%,14%,33%,62%,11%,33%
How satisfied are you with the way things are going in your life these days?,Major changes to how things work,14%,13%,14%,11%,8%,13%,22%,10%,23%,8%,13%,14%,10%,11%,17%,20%,20%,6%,8%,17%,15%,15%,13%,14%,18%,12%,6%,21%,12%,8%
How satisfied are you with the way things are going in your life these days?,He would tear down the system entirely,13%,14%,12%,6%,13%,11%,23%,16%,6%,15%,8%,16%,9%,20%,8%,10%,8%,11%,19%,15%,13%,15%,11%,15%,0%,26%,5%,0%,27%,2%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,5%,3%,7%,2%,4%,4%,11%,2%,10%,7%,4%,5%,3%,1%,3%,9%,8%,5%,11%,<1%,3%,6%,4%,7%,3%,2%,21%,4%,3%,0%
How satisfied are you with the way things are going in your life these days?,Number of respondents,470,213,251,130,118,134,74,261,127,69,227,240,123,137,95,99,86,88,84,103,109,51,242,177,190,224,56,151,180,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,49%,50%,20%,24%,32%,21%,56%,29%,13%,36%,63%,19%,36%,15%,26%,18%,18%,18%,22%,26%,10%,50%,39%,39%,49%,12%,33%,40%,8%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"(If Trump major/minor change or tear down the system)  Do you think the changes that Donald Trump would make would be good for the country or bad for the country, or neither good nor bad?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"(If Trump major/minor change or tear down the system)  Do you think the changes that Donald Trump would make would be good for the country or bad for the country, or neither good nor bad?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"(If Trump major/minor change or tear down the system)  Do you think the changes that Donald Trump would make would be good for the country or bad for the country, or neither good nor bad?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",DeKalb / Fulton,Inner Atlanta Suburbs,North,Outer Atlanta Suburbs,South,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Very good for the country,31%,31%,32%,22%,28%,34%,40%,47%,3%,26%,24%,36%,35%,53%,9%,11%,16%,18%,49%,38%,32%,24%,24%,43%,1%,59%,13%,2%,70%,3%
How satisfied are you with the way things are going in your life these days?,Somewhat good for the country,14%,17%,12%,23%,11%,12%,13%,14%,13%,18%,13%,15%,16%,13%,9%,19%,10%,14%,12%,18%,15%,8%,17%,12%,3%,25%,7%,3%,21%,26%
How satisfied are you with the way things are going in your life these days?,Somewhat bad for the country,8%,8%,8%,16%,6%,8%,5%,4%,15%,11%,9%,8%,6%,3%,12%,16%,12%,10%,8%,4%,8%,4%,9%,8%,15%,2%,15%,14%,2%,11%
How satisfied are you with the way things are going in your life these days?,Very bad for the country,24%,21%,26%,11%,20%,29%,28%,17%,40%,19%,31%,20%,21%,14%,47%,27%,30%,30%,10%,23%,25%,38%,29%,14%,58%,0%,9%,64%,0%,11%
How satisfied are you with the way things are going in your life these days?,Neither good nor bad,13%,14%,10%,22%,21%,8%,2%,12%,12%,18%,15%,12%,11%,12%,19%,11%,11%,14%,11%,11%,15%,9%,13%,13%,12%,10%,27%,8%,3%,35%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,1%,2%,1%,0%,2%,2%,1%,<.5%,3%,3%,0%,2%,0%,<.5%,0%,5%,2%,4%,3%,0%,0%,0%,2%,1%,1%,<1%,4%,2%,<1%,2%
How satisfied are you with the way things are going in your life these days?,[PREVIOUSLY] Nothing would change,4%,4%,4%,2%,11%,2%,2%,4%,6%,0%,6%,3%,8%,2%,2%,5%,11%,2%,3%,3%,3%,10%,3%,4%,6%,2%,8%,5%,1%,12%
How satisfied are you with the way things are going in your life these days?,[PREVIOUSLY] Don’t know/Refused,4%,2%,6%,4%,2%,4%,7%,2%,8%,5%,3%,4%,2%,3%,3%,6%,6%,7%,4%,3%,3%,7%,4%,4%,3%,2%,16%,3%,2%,0%
How satisfied are you with the way things are going in your life these days?,NET Good,45%,48%,44%,45%,39%,46%,53%,61%,16%,44%,36%,51%,51%,66%,18%,30%,26%,33%,61%,56%,47%,32%,41%,55%,5%,84%,21%,4%,91%,30%
How satisfied are you with the way things are going in your life these days?,NET Bad,32%,30%,34%,27%,26%,37%,34%,21%,56%,30%,40%,28%,27%,16%,58%,43%,43%,40%,19%,27%,32%,41%,38%,22%,73%,2%,25%,78%,2%,22%
How satisfied are you with the way things are going in your life these days?,Number of respondents,470,213,251,130,118,134,74,261,127,69,227,240,123,137,95,99,86,88,84,103,109,51,242,177,190,224,56,151,180,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,49%,50%,20%,24%,32%,21%,56%,29%,13%,36%,63%,19%,36%,15%,26%,18%,18%,18%,22%,26%,10%,50%,39%,39%,49%,12%,33%,40%,8%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"(If Biden major/minor change or tear down the system)  Do you think the changes that Joe Biden would make would be good for the country or bad for the country, or neither good nor bad?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"(If Biden major/minor change or tear down the system)  Do you think the changes that Joe Biden would make would be good for the country or bad for the country, or neither good nor bad?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"(If Biden major/minor change or tear down the system)  Do you think the changes that Joe Biden would make would be good for the country or bad for the country, or neither good nor bad?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",DeKalb / Fulton,Inner Atlanta Suburbs,North,Outer Atlanta Suburbs,South,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Very good for the country,10%,8%,11%,2%,6%,15%,12%,5%,19%,9%,12%,9%,8%,3%,17%,16%,12%,9%,5%,6%,14%,13%,10%,8%,24%,0%,0%,29%,0%,2%
How satisfied are you with the way things are going in your life these days?,Somewhat good for the country,13%,11%,15%,9%,11%,15%,17%,7%,27%,8%,19%,10%,13%,4%,28%,17%,20%,17%,9%,10%,12%,17%,15%,9%,29%,2%,4%,33%,2%,2%
How satisfied are you with the way things are going in your life these days?,Somewhat bad for the country,4%,4%,4%,10%,6%,2%,0%,4%,3%,8%,4%,4%,5%,3%,4%,5%,<1%,11%,1%,5%,3%,1%,5%,4%,1%,6%,6%,<1%,4%,8%
How satisfied are you with the way things are going in your life these days?,Very bad for the country,18%,21%,16%,7%,13%,20%,30%,27%,4%,14%,16%,20%,22%,30%,7%,7%,19%,10%,23%,26%,14%,18%,18%,19%,<.5%,35%,9%,<.5%,38%,10%
How satisfied are you with the way things are going in your life these days?,Neither good nor bad,16%,15%,15%,32%,15%,11%,8%,14%,18%,23%,15%,16%,13%,14%,19%,20%,19%,17%,11%,12%,19%,17%,17%,13%,23%,8%,25%,19%,6%,19%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,<1%,<.5%,<1%,0%,1%,<1%,0%,<.5%,2%,0%,<1%,<.5%,<1%,0%,2%,<1%,0%,3%,0%,0%,0%,0%,1%,0%,<1%,<.5%,0%,1%,<1%,0%
How satisfied are you with the way things are going in your life these days?,[PREVIOUSLY] Nothing would change,33%,37%,31%,38%,43%,32%,22%,42%,19%,31%,30%,36%,36%,44%,21%,24%,20%,29%,39%,40%,36%,28%,29%,40%,17%,46%,34%,13%,46%,58%
How satisfied are you with the way things are going in your life these days?,[PREVIOUSLY] Don’t know/Refused,5%,3%,7%,2%,4%,4%,11%,2%,10%,7%,4%,5%,3%,1%,3%,9%,8%,5%,11%,<1%,3%,6%,4%,7%,3%,2%,21%,4%,3%,0%
