itm,v1,registered_voters_registered_voters,gender_men,gender_women,age_18_29,age_30_44,age_45_64,age_65,race_ethnicity_white,race_ethnicity_black,race_ethnicity_oth,education_b_a,education_no_b_a,race_education_white_college,race_education_white_no_college,race_education_non_white_college,race_education_non_white_no_college,region_detroit,region_detroit_metro,region_east,region_north,region_west,neighborhood_type_city,neighborhood_type_suburb,neighborhood_type_rural_small_town,x2024_vote_head_to_head_biden,x2024_vote_head_to_head_trump,x2024_vote_head_to_head_oth,x2024_vote_includes_third_parties_biden,x2024_vote_includes_third_parties_trump,x2024_vote_includes_third_parties_kennedy
How satisfied are you with the way things are going in your life these days?,(Split A)  The economy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(Split A)  The economy,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,(Split A)  The economy,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Detroit,Detroit Metro,East,North,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Joe Biden,33%,26%,42%,17%,31%,32%,51%,30%,52%,32%,55%,25%,48%,23%,81%,27%,55%,33%,35%,21%,32%,61%,38%,19%,82%,2%,14%,93%,2%,11%
How satisfied are you with the way things are going in your life these days?,Donald Trump,60%,71%,47%,78%,55%,60%,47%,64%,44%,57%,43%,66%,50%,69%,17%,63%,45%,58%,55%,79%,62%,39%,54%,74%,9%,95%,53%,5%,98%,60%
How satisfied are you with the way things are going in your life these days?,[VOL] Don’t know/Refused,7%,3%,11%,4%,14%,8%,2%,6%,4%,12%,1%,9%,1%,8%,2%,9%,0%,8%,10%,0%,5%,0%,8%,7%,9%,2%,33%,1%,0%,28%
How satisfied are you with the way things are going in your life these days?,Number of respondents,240,138,100,43,65,68,56,180,36,17,103,137,81,99,18,35,15,74,75,33,43,26,125,89,92,130,18,77,98,23
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,54%,45%,21%,21%,30%,25%,72%,14%,12%,28%,72%,20%,52%,7%,18%,6%,31%,32%,13%,18%,11%,53%,36%,38%,55%,7%,32%,40%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(Split A)  The Israeli-Palestinian [pah-luh-stin-ian] conflict,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(Split A)  The Israeli-Palestinian [pah-luh-stin-ian] conflict,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,(Split A)  The Israeli-Palestinian [pah-luh-stin-ian] conflict,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Detroit,Detroit Metro,East,North,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Joe Biden,30%,17%,46%,21%,26%,30%,47%,28%,42%,39%,44%,25%,43%,23%,52%,36%,51%,22%,35%,28%,32%,54%,30%,24%,68%,8%,0%,75%,4%,3%
How satisfied are you with the way things are going in your life these days?,Donald Trump,50%,63%,36%,59%,49%,57%,38%,56%,36%,39%,43%,53%,48%,59%,26%,42%,31%,50%,46%,61%,58%,31%,45%,64%,8%,82%,28%,8%,89%,53%
How satisfied are you with the way things are going in your life these days?,[VOL] Don’t know/Refused,19%,20%,18%,19%,25%,13%,15%,16%,22%,22%,14%,21%,9%,19%,23%,22%,18%,28%,20%,11%,10%,14%,25%,12%,24%,10%,72%,17%,7%,43%
How satisfied are you with the way things are going in your life these days?,Number of respondents,240,138,100,43,65,68,56,180,36,17,103,137,81,99,18,35,15,74,75,33,43,26,125,89,92,130,18,77,98,23
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,54%,45%,21%,21%,30%,25%,72%,14%,12%,28%,72%,20%,52%,7%,18%,6%,31%,32%,13%,18%,11%,53%,36%,38%,55%,7%,32%,40%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(Split A)  Abortion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(Split A)  Abortion,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,(Split A)  Abortion,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Detroit,Detroit Metro,East,North,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Joe Biden,47%,37%,57%,49%,38%,46%,56%,43%,65%,46%,62%,41%,57%,38%,83%,46%,70%,53%,43%,34%,43%,65%,53%,32%,95%,15%,27%,96%,5%,56%
How satisfied are you with the way things are going in your life these days?,Donald Trump,38%,49%,27%,35%,35%,43%,35%,43%,21%,31%,34%,40%,38%,45%,17%,29%,14%,26%,40%,63%,48%,22%,29%,56%,<1%,67%,22%,<1%,82%,18%
How satisfied are you with the way things are going in your life these days?,[VOL] Don’t know/Refused,15%,14%,16%,16%,27%,12%,10%,14%,14%,23%,5%,19%,5%,17%,0%,25%,15%,21%,17%,4%,10%,13%,18%,12%,4%,18%,51%,4%,14%,25%
How satisfied are you with the way things are going in your life these days?,Number of respondents,240,138,100,43,65,68,56,180,36,17,103,137,81,99,18,35,15,74,75,33,43,26,125,89,92,130,18,77,98,23
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,54%,45%,21%,21%,30%,25%,72%,14%,12%,28%,72%,20%,52%,7%,18%,6%,31%,32%,13%,18%,11%,53%,36%,38%,55%,7%,32%,40%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,Who do you think is most responsible for the Supreme Court ending the constitutional right to an abortion: Joe Biden or Donald Trump?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,Who do you think is most responsible for the Supreme Court ending the constitutional right to an abortion: Joe Biden or Donald Trump?,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,Who do you think is most responsible for the Supreme Court ending the constitutional right to an abortion: Joe Biden or Donald Trump?,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Detroit,Detroit Metro,East,North,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,"Joe Biden, a lot of responsibility",8%,6%,10%,11%,7%,7%,10%,8%,9%,13%,3%,11%,5%,9%,0%,16%,0%,7%,8%,6%,17%,6%,9%,8%,4%,13%,0%,5%,16%,3%
How satisfied are you with the way things are going in your life these days?,"Joe Biden, some responsibility",11%,9%,12%,16%,10%,10%,6%,10%,16%,3%,8%,12%,8%,12%,4%,13%,22%,10%,13%,8%,7%,18%,10%,9%,4%,17%,6%,3%,17%,4%
How satisfied are you with the way things are going in your life these days?,"Donald Trump, some responsibility",15%,16%,15%,25%,15%,19%,7%,14%,21%,20%,22%,13%,23%,10%,18%,22%,23%,13%,13%,18%,20%,22%,14%,15%,17%,15%,13%,14%,15%,26%
How satisfied are you with the way things are going in your life these days?,"Donald Trump, a lot of responsibility",37%,36%,37%,27%,31%,31%,53%,38%,28%,36%,44%,32%,39%,36%,62%,19%,32%,39%,39%,36%,31%,33%,41%,32%,67%,14%,22%,70%,12%,23%
How satisfied are you with the way things are going in your life these days?,[VOL] Neither,12%,12%,11%,6%,13%,13%,13%,13%,7%,6%,10%,13%,10%,15%,7%,7%,2%,11%,11%,17%,12%,5%,10%,16%,4%,17%,17%,4%,17%,20%
How satisfied are you with the way things are going in your life these days?,[VOL] Both,3%,3%,2%,6%,2%,3%,<1%,2%,3%,10%,1%,3%,<1%,2%,2%,7%,0%,4%,1%,1%,5%,1%,3%,2%,0%,4%,9%,0%,2%,5%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,15%,17%,12%,8%,21%,16%,11%,15%,15%,11%,12%,16%,14%,16%,6%,16%,21%,16%,15%,14%,9%,15%,13%,17%,5%,20%,32%,5%,20%,18%
How satisfied are you with the way things are going in your life these days?,NET Biden,19%,15%,23%,27%,17%,18%,16%,18%,25%,17%,12%,23%,13%,21%,4%,28%,22%,17%,21%,14%,24%,23%,19%,17%,8%,31%,6%,7%,33%,7%
How satisfied are you with the way things are going in your life these days?,NET Trump,52%,52%,52%,52%,46%,50%,60%,52%,49%,56%,65%,45%,62%,46%,80%,41%,56%,52%,51%,53%,51%,55%,55%,48%,84%,28%,35%,85%,27%,49%
How satisfied are you with the way things are going in your life these days?,Number of respondents,520,282,235,73,147,162,121,397,69,40,239,278,194,201,38,71,33,174,164,75,74,67,265,188,223,247,50,193,200,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,50%,49%,16%,24%,31%,25%,74%,12%,11%,31%,67%,24%,49%,7%,16%,6%,33%,32%,16%,14%,12%,50%,38%,42%,49%,9%,36%,40%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Which comes closest to your view about the political and economic system in America, even if none are exactly right?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Which comes closest to your view about the political and economic system in America, even if none are exactly right?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"Which comes closest to your view about the political and economic system in America, even if none are exactly right?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Detroit,Detroit Metro,East,North,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,The system does not need changes,2%,3%,1%,<1%,0%,1%,6%,3%,0%,0%,4%,1%,4%,2%,0%,0%,0%,3%,2%,1%,<1%,0%,2%,2%,2%,2%,0%,3%,3%,0%
How satisfied are you with the way things are going in your life these days?,The system needs minor changes,27%,33%,21%,24%,18%,26%,39%,29%,19%,27%,31%,25%,36%,25%,16%,26%,13%,26%,30%,34%,22%,24%,28%,27%,38%,20%,19%,38%,21%,31%
How satisfied are you with the way things are going in your life these days?,The system needs major changes,52%,44%,61%,58%,55%,54%,45%,51%,57%,58%,50%,54%,45%,54%,68%,53%,66%,50%,49%,49%,61%,62%,50%,52%,47%,56%,55%,48%,54%,49%
How satisfied are you with the way things are going in your life these days?,The system needs to be torn down entirely,15%,16%,14%,17%,21%,16%,8%,14%,19%,15%,11%,17%,9%,17%,16%,17%,19%,15%,16%,9%,16%,13%,16%,14%,10%,19%,17%,8%,20%,19%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,4%,4%,4%,<.5%,6%,3%,3%,3%,4%,0%,4%,3%,5%,3%,0%,3%,2%,5%,2%,6%,0%,1%,4%,4%,3%,3%,9%,3%,3%,1%
How satisfied are you with the way things are going in your life these days?,Number of respondents,520,282,235,73,147,162,121,397,69,40,239,278,194,201,38,71,33,174,164,75,74,67,265,188,223,247,50,193,200,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,50%,49%,16%,24%,31%,25%,74%,12%,11%,31%,67%,24%,49%,7%,16%,6%,33%,32%,16%,14%,12%,50%,38%,42%,49%,9%,36%,40%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"If Donald Trump won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or he would tear down the system completely?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"If Donald Trump won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or he would tear down the system completely?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"If Donald Trump won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or he would tear down the system completely?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Detroit,Detroit Metro,East,North,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Nothing would change,3%,3%,2%,3%,6%,2%,1%,2%,4%,6%,3%,3%,3%,2%,2%,6%,2%,2%,3%,4%,3%,3%,2%,3%,3%,2%,6%,2%,2%,4%
How satisfied are you with the way things are going in your life these days?,Minor changes to how things work,22%,27%,17%,44%,24%,17%,9%,20%,29%,21%,24%,21%,24%,19%,21%,27%,23%,24%,22%,16%,22%,20%,24%,20%,16%,25%,28%,12%,18%,49%
How satisfied are you with the way things are going in your life these days?,Major changes to how things work,45%,48%,43%,43%,55%,40%,48%,49%,27%,43%,43%,47%,46%,52%,31%,36%,29%,44%,41%,61%,46%,37%,39%,56%,26%,63%,36%,27%,71%,28%
How satisfied are you with the way things are going in your life these days?,He would tear down the system entirely,27%,19%,35%,9%,11%,37%,40%,25%,39%,30%,26%,27%,21%,25%,46%,30%,46%,25%,31%,18%,27%,40%,31%,18%,53%,7%,23%,57%,7%,16%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,3%,3%,2%,<.5%,4%,4%,3%,4%,1%,0%,4%,2%,6%,3%,0%,<1%,0%,4%,4%,1%,1%,0%,4%,2%,2%,2%,8%,2%,2%,3%
How satisfied are you with the way things are going in your life these days?,Number of respondents,520,282,235,73,147,162,121,397,69,40,239,278,194,201,38,71,33,174,164,75,74,67,265,188,223,247,50,193,200,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,50%,49%,16%,24%,31%,25%,74%,12%,11%,31%,67%,24%,49%,7%,16%,6%,33%,32%,16%,14%,12%,50%,38%,42%,49%,9%,36%,40%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"If Joe Biden won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or he would tear down the system completely?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"If Joe Biden won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or he would tear down the system completely?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"If Joe Biden won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or he would tear down the system completely?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Detroit,Detroit Metro,East,North,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Nothing would change,31%,35%,28%,40%,30%,31%,27%,34%,19%,31%,29%,33%,32%,35%,22%,26%,12%,30%,33%,30%,39%,15%,30%,38%,16%,43%,36%,14%,39%,43%
How satisfied are you with the way things are going in your life these days?,Minor changes to how things work,41%,36%,45%,49%,39%,38%,41%,39%,56%,30%,51%,36%,50%,34%,53%,40%,50%,43%,38%,36%,41%,55%,42%,34%,66%,20%,32%,68%,20%,35%
How satisfied are you with the way things are going in your life these days?,Major changes to how things work,11%,10%,10%,4%,13%,12%,10%,9%,17%,18%,10%,11%,8%,9%,16%,18%,13%,9%,12%,11%,9%,12%,13%,8%,13%,9%,11%,13%,10%,8%
How satisfied are you with the way things are going in your life these days?,He would tear down the system entirely,13%,14%,12%,6%,11%,14%,19%,14%,6%,11%,5%,17%,5%,19%,<1%,12%,12%,14%,12%,16%,10%,12%,11%,16%,<.5%,24%,13%,<1%,27%,14%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,5%,5%,4%,1%,7%,5%,4%,4%,1%,11%,6%,4%,5%,4%,8%,4%,12%,4%,4%,7%,0%,6%,5%,3%,4%,4%,8%,4%,4%,0%
How satisfied are you with the way things are going in your life these days?,Number of respondents,520,282,235,73,147,162,121,397,69,40,239,278,194,201,38,71,33,174,164,75,74,67,265,188,223,247,50,193,200,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,50%,49%,16%,24%,31%,25%,74%,12%,11%,31%,67%,24%,49%,7%,16%,6%,33%,32%,16%,14%,12%,50%,38%,42%,49%,9%,36%,40%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"(If Trump major/minor change or tear down the system)  Do you think the changes that Donald Trump would make would be good for the country or bad for the country, or neither good nor bad?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"(If Trump major/minor change or tear down the system)  Do you think the changes that Donald Trump would make would be good for the country or bad for the country, or neither good nor bad?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"(If Trump major/minor change or tear down the system)  Do you think the changes that Donald Trump would make would be good for the country or bad for the country, or neither good nor bad?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Detroit,Detroit Metro,East,North,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Very good for the country,29%,31%,28%,21%,27%,30%,36%,33%,9%,21%,19%,35%,21%,40%,9%,17%,6%,27%,30%,39%,31%,14%,26%,39%,0%,58%,8%,0%,70%,9%
How satisfied are you with the way things are going in your life these days?,Somewhat good for the country,13%,19%,7%,17%,18%,14%,5%,13%,18%,14%,10%,14%,13%,12%,1%,22%,15%,11%,11%,17%,15%,17%,10%,15%,4%,20%,12%,3%,19%,16%
How satisfied are you with the way things are going in your life these days?,Somewhat bad for the country,7%,6%,7%,12%,6%,6%,4%,6%,12%,6%,9%,6%,6%,5%,14%,7%,21%,6%,4%,6%,9%,16%,7%,3%,12%,2%,10%,13%,1%,11%
How satisfied are you with the way things are going in your life these days?,Very bad for the country,33%,25%,39%,21%,27%,34%,42%,32%,32%,37%,42%,28%,38%,29%,60%,25%,36%,34%,36%,22%,33%,38%,38%,23%,70%,2%,22%,74%,<.5%,21%
How satisfied are you with the way things are going in your life these days?,Neither good nor bad,11%,10%,12%,26%,9%,9%,6%,9%,22%,14%,11%,11%,11%,8%,15%,20%,17%,12%,11%,11%,5%,10%,11%,12%,8%,10%,29%,5%,4%,34%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,2%,2%,2%,0%,3%,2%,2%,2%,2%,2%,2%,2%,2%,2%,0%,3%,3%,3%,<1%,0%,3%,2%,2%,2%,<.5%,3%,6%,<1%,2%,3%
How satisfied are you with the way things are going in your life these days?,[PREVIOUSLY] Nothing would change,3%,3%,2%,3%,6%,2%,1%,2%,4%,6%,3%,3%,3%,2%,2%,6%,2%,2%,3%,4%,3%,3%,2%,3%,3%,2%,6%,2%,2%,4%
How satisfied are you with the way things are going in your life these days?,[PREVIOUSLY] Don’t know/Refused,3%,3%,2%,<.5%,4%,4%,3%,4%,1%,0%,4%,2%,6%,3%,0%,<1%,0%,4%,4%,1%,1%,0%,4%,2%,2%,2%,8%,2%,2%,3%
How satisfied are you with the way things are going in your life these days?,NET Good,42%,50%,35%,38%,45%,44%,41%,46%,26%,35%,29%,49%,34%,52%,10%,38%,21%,39%,42%,56%,46%,31%,36%,54%,4%,78%,20%,3%,89%,25%
How satisfied are you with the way things are going in your life these days?,NET Bad,39%,31%,46%,34%,33%,40%,47%,38%,44%,43%,50%,33%,45%,34%,73%,32%,57%,40%,40%,28%,41%,54%,45%,27%,82%,4%,32%,87%,1%,32%
How satisfied are you with the way things are going in your life these days?,Number of respondents,520,282,235,73,147,162,121,397,69,40,239,278,194,201,38,71,33,174,164,75,74,67,265,188,223,247,50,193,200,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,50%,49%,16%,24%,31%,25%,74%,12%,11%,31%,67%,24%,49%,7%,16%,6%,33%,32%,16%,14%,12%,50%,38%,42%,49%,9%,36%,40%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"(If Biden major/minor change or tear down the system)  Do you think the changes that Joe Biden would make would be good for the country or bad for the country, or neither good nor bad?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"(If Biden major/minor change or tear down the system)  Do you think the changes that Joe Biden would make would be good for the country or bad for the country, or neither good nor bad?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"(If Biden major/minor change or tear down the system)  Do you think the changes that Joe Biden would make would be good for the country or bad for the country, or neither good nor bad?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Detroit,Detroit Metro,East,North,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Very good for the country,10%,8%,11%,2%,4%,12%,16%,9%,11%,16%,11%,8%,9%,7%,16%,13%,11%,9%,14%,4%,9%,18%,12%,5%,23%,<1%,0%,25%,<1%,8%
How satisfied are you with the way things are going in your life these days?,Somewhat good for the country,17%,15%,19%,12%,19%,15%,19%,14%,34%,13%,21%,14%,20%,11%,27%,23%,39%,16%,17%,16%,11%,31%,16%,13%,36%,2%,6%,37%,2%,8%
How satisfied are you with the way things are going in your life these days?,Somewhat bad for the country,6%,6%,6%,12%,10%,5%,1%,6%,3%,9%,7%,5%,9%,5%,0%,8%,0%,7%,5%,5%,8%,4%,6%,7%,2%,7%,17%,<.5%,8%,11%
How satisfied are you with the way things are going in your life these days?,Very bad for the country,18%,22%,15%,12%,20%,19%,22%,22%,4%,9%,10%,23%,11%,28%,5%,7%,7%,18%,17%,25%,20%,11%,16%,24%,0%,35%,11%,0%,41%,18%
How satisfied are you with the way things are going in your life these days?,Neither good nor bad,12%,8%,16%,21%,9%,12%,9%,9%,25%,12%,14%,11%,11%,9%,22%,17%,15%,13%,10%,11%,12%,14%,14%,8%,17%,7%,15%,17%,4%,11%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,2%,2%,<1%,0%,2%,2%,2%,1%,3%,0%,2%,2%,2%,1%,0%,2%,3%,3%,0%,3%,0%,2%,2%,1%,2%,<1%,6%,2%,1%,0%
How satisfied are you with the way things are going in your life these days?,[PREVIOUSLY] Nothing would change,31%,35%,28%,40%,30%,31%,27%,34%,19%,31%,29%,33%,32%,35%,22%,26%,12%,30%,33%,30%,39%,15%,30%,38%,16%,43%,36%,14%,39%,43%
How satisfied are you with the way things are going in your life these days?,[PREVIOUSLY] Don’t know/Refused,5%,5%,4%,1%,7%,5%,4%,4%,1%,11%,6%,4%,5%,4%,8%,4%,12%,4%,4%,7%,0%,6%,5%,3%,4%,4%,8%,4%,4%,0%
How satisfied are you with the way things are going in your life these days?,NET Good,27%,23%,30%,15%,23%,27%,35%,23%,45%,30%,32%,23%,30%,18%,43%,36%,50%,25%,31%,19%,20%,49%,28%,18%,59%,3%,6%,62%,3%,16%
How satisfied are you with the way things are going in your life these days?,NET Bad,24%,28%,21%,23%,29%,23%,23%,28%,7%,17%,17%,28%,20%,33%,5%,15%,7%,25%,22%,30%,28%,15%,21%,31%,2%,42%,29%,<.5%,48%,29%
How satisfied are you with the way things are going in your life these days?,Number of respondents,520,282,235,73,147,162,121,397,69,40,239,278,194,201,38,71,33,174,164,75,74,67,265,188,223,247,50,193,200,48
