QTag,Question Text,Internal/External
WP3971,"Now thinking specifically about Muslims, do you think each of the following applies, or does not apply, to Muslims living in this country? Muslims living in this country are loyal to this country.",External
WP3972,"Now thinking specifically about Muslims, do you think each of the following applies, or does not apply, to Muslims living in this country? Muslims living in this country are respectful of other religions.",External
WP3973,"Now thinking specifically about Muslims, do you think each of the following applies, or does not apply, to Muslims living in this country? Muslims living in this country are too extreme in their religious beliefs.",External
WP3974,"Now thinking specifically about Muslims, do you think each of the following applies, or does not apply, to Muslims living in this country? Muslims living in this country are respectful of women.",External
WP3975,"Now thinking specifically about Muslims, do you think each of the following applies, or does not apply, to Muslims living in this country? Muslims living in this country are sympathetic to al Qaeda.",External
WP3976,Different people have different opinions about displaying religious symbols in public spaces such as schools in this country. I will read you a list of religious symbols and you tell me if you think it is a good idea or a bad idea to ban these in public spaces. Banning Muslim headscarf.,External
WP3977,Different people have different opinions about displaying religious symbols in public spaces such as schools in this country. I will read you a list of religious symbols and you tell me if you think it is a good idea or a bad idea to ban these in public spaces. Banning Jewish yarmulke.,External
WP3978,Different people have different opinions about displaying religious symbols in public spaces such as schools in this country. I will read you a list of religious symbols and you tell me if you think it is a good idea or a bad idea to ban these in public spaces. Banning display of Christian cross.,External
WP3979,Different people have different opinions about displaying religious symbols in public spaces such as schools in this country. I will read you a list of religious symbols and you tell me if you think it is a good idea or a bad idea to ban these in public spaces. Banning Sikh turban.,External
WP3980,Different people have different opinions about displaying religious symbols in public spaces such as schools in this country. I will read you a list of religious symbols and you tell me if you think it is a good idea or a bad idea to ban these in public spaces. Banning face veil (niqab).,External
WP3981,Do you believe that Muslims should be more involved in the politics of this country than they are today?,External
WP3982,Do you believe Muslims in this country should unite in one political party or a big organization?,External
WP3986,Have you experienced racial or religious discrimination in the past year?,External
WP3987,Where did it occur? Place of employment. (EUROPE ONLY) (Asked only of those who have experienced religious discrimination in the past year.) ,External
WP3988,Where did it occur? School/college campus. (EUROPE ONLY) (Asked only of those who have experienced religious discrimination in the past year.) ,External
WP3989,Where did it occur? Business/store/mall/restaurant. (EUROPE ONLY) (Asked only of those who have experienced religious discrimination in the past year.) ,External
WP3990,Where did it occur? Airport. (EUROPE ONLY) (Asked only of those who have experienced religious discrimination in the past year.) ,External
WP3991,Where did it occur? Job interview. EUROPE ONLY) (Asked only of those who have experienced religious discrimination in the past year.) (,External
WP3992,Where did it occur? Government agency. (EUROPE ONLY) (Asked only of those who have experienced religious discrimination in the past year.) ,External
WP3994,"Many people are discussing the issue of  integration  of ethnic and religious minorities into society in this country. What does  integration  mean to you? To answer this, I will ask you a series of actions and you tell me if you think it is necessary or not necessary for minorities to do these things in order to integrate into society in this country. Mastering national language.",External
WP3995,"Many people are discussing the issue of  integration  of ethnic and religious minorities into society in this country. What does  integration  mean to you? To answer this, I will ask you a series of actions and you tell me if you think it is necessary or not necessary for minorities to do these things in order to integrate into society in this country. Removing headscarf.",External
WP3996,"Many people are discussing the issue of  integration  of ethnic and religious minorities into society in this country. What does  integration  mean to you? To answer this, I will ask you a series of actions and you tell me if you think it is necessary or not necessary for minorities to do these things in order to integrate into society in this country. Removing face veil.",External
WP3997,"Many people are discussing the issue of  integration  of ethnic and religious minorities into society in this country. What does  integration  mean to you? To answer this, I will ask you a series of actions and you tell me if you think it is necessary or not necessary for minorities to do these things in order to integrate into society in this country. Removing yarmulke.",External
WP3998,"Many people are discussing the issue of  integration  of ethnic and religious minorities into society in this country. What does  integration  mean to you? To answer this, I will ask you a series of actions and you tell me if you think it is necessary or not necessary for minorities to do these things in order to integrate into society in this country. Removing turban.",External
WP3999,"Many people are discussing the issue of  integration  of ethnic and religious minorities into society in this country. What does  integration  mean to you? To answer this, I will ask you a series of actions and you tell me if you think it is necessary or not necessary for minorities to do these things in order to integrate into society in this country. Not wearing visible large crosses.",External
WP4,Interview Date,External
WP40,Have there been times in the past 12 months when you did not have enough money to buy food that you or your family needed?,External
WP4000,Do you or someone in this household own this dwelling?,External
WP4156,"Many people are discussing the issue of  integration  of ethnic and religious minorities into society in this country. What does  integration  mean to you? To answer this, I will ask you a series of actions and you tell me if you think it is necessary or not necessary for minorities to do these things in order to integrate into society in this country. Toning down one's level of religious observance so that it does not stand out from the majority.",External
WP4157,"Many people are discussing the issue of  integration  of ethnic and religious minorities into society in this country. What does  integration  mean to you? To answer this, I will ask you a series of actions and you tell me if you think it is necessary or not necessary for minorities to do these things in order to integrate into society in this country. Finding a job.",External
WP4158,"Many people are discussing the issue of  integration  of ethnic and religious minorities into society in this country. What does  integration  mean to you? To answer this, I will ask you a series of actions and you tell me if you think it is necessary or not necessary for minorities to do these things in order to integrate into society in this country. Get better education.",External
WP4159,"Many people are discussing the issue of  integration  of ethnic and religious minorities into society in this country. What does  integration  mean to you? To answer this, I will ask you a series of actions and you tell me if you think it is necessary or not necessary for minorities to do these things in order to integrate into society in this country. Accepting public comments they perceive as offensive about their faith or ethnicity.",External
WP4160,"Many people are discussing the issue of  integration  of ethnic and religious minorities into society in this country. What does  integration  mean to you? To answer this, I will ask you a series of actions and you tell me if you think it is necessary or not necessary for minorities to do these things in order to integrate into society in this country. Celebrating national holidays.",External
WP4161,"Many people are discussing the issue of  integration  of ethnic and religious minorities into society in this country. What does  integration  mean to you? To answer this, I will ask you a series of actions and you tell me if you think it is necessary or not necessary for minorities to do these things in order to integrate into society in this country. Volunteering in organizations serving the public.",External
WP4162,"Many people are discussing the issue of  integration  of ethnic and religious minorities into society in this country. What does  integration  mean to you? To answer this, I will ask you a series of actions and you tell me if you think it is necessary or not necessary for minorities to do these things in order to integrate into society in this country. Participating in politics.",External
WP4163,Which of the following do you associate with wearing a headscarf?  Oppression,External
WP4164,Which of the following do you associate with wearing a headscarf?  Courage,External
WP4165,Which of the following do you associate with wearing a headscarf?  Against Women,External
WP4166,Which of the following do you associate with wearing a headscarf?  Being religious,External
WP4167,Which of the following do you associate with wearing a headscarf?  Freedom,External
WP4168,Which of the following do you associate with wearing a headscarf?  Confidence,External
WP4169,Which of the following do you associate with wearing a headscarf?  Fanaticism,External
WP4170,Which of the following do you associate with wearing a headscarf?  A threat to European culture,External
WP4171,Which of the following do you associate with wearing a headscarf?  An enrichment to European culture,External
WP4172,Are there women in leadership positions in your faith community?,External
WP4173,"Now, I will read you another list of statements, could you please tell me for each whether you agree or disagree with it: In my congregation, my spiritual needs are met.",External
WP4174,"Now, I will read you another list of statements, could you please tell me for each whether you agree or disagree with it: The spiritual leaders in my congregation seem to care about me as a person.",External
WP4175,"Now, I will read you another list of statements, could you please tell me for each whether you agree or disagree with it: As a member of my congregation, my opinions seem to count.",External
WP4176,Please indicate whether you agree or disagree with the following two statements: people from minority groups enrich the cultural life of this country.,External
WP4177,Please indicate whether you agree or disagree with the following two statements: people with different religious practices than yours threaten your way of life.,External
WP4178,"There are many acts some people may do in life. I will read out to you a number of these acts. I would like you to indicate to which extent it can be morally justified. Events of July 7 in Britain, that is, the attack on the underground trains in London",External
WP4179,There are many acts some people may do in life. I will read out to you a number of these acts. I would like you to indicate to which extent it can be morally justified. Use of violence for a noble cause.,External
WP4181,Do you wear a headscarf (hijab) in public?,External
WP4188,"And now, as a separate matter, please tell me what opinion you have in general about people from the following nations. Denmark.",External
WP4194,"Now thinking specifically about Muslims, do you think each of the following applies, or does not apply, to Muslims living in this country? Muslims living in this country are Sympathetic to the al-Qaeda terrorist organization",External
WP4207,Do you approve or disapprove of the job performance of the leadership of the following countries? United Nations.,External
WP4208,Do you approve or disapprove of the job performance of the leadership of NATO?,External
WP4219,Do you think that the leaders of this country do all what is necessary in order to join the European Union?,External
WP4223,"Changing the subject again, what would you say: in order to get better care in a hospital is it acceptable to use relations (friends', relatives') help?",External
WP4224,"Changing the subject again, what would you say: in order to get better care in a hospital is it acceptable to give small gifts?",External
WP4225,"Changing the subject again, what would you say: in order to get better care in a hospital is it acceptable to give money?",External
WP4226,"And in order to avoid paying for traffic violation is it acceptable to use relations (friends', relatives') help?",External
WP4227,And in order to avoid paying for traffic violation is it acceptable to give small gifts?,External
WP4228,And in order to avoid paying for traffic violation is it acceptable to give money?,External
WP4229,"And in order to help your child to get into a good school is it acceptable to use relations (friends', relatives') help?",External
WP4230,And in order to help your child to get into a good school is it acceptable to give small gifts?,External
WP4231,And in order to help your child to get into a good school is it acceptable to give money?,External
WP4232,"And for a small private business to get a profitable government contract to use relations (friends', relatives') help?",External
WP4233,And for a small private business to get a profitable government contract to give small gifts?,External
WP4234,And for a small private business to get a profitable government contract to give money?,External
WP43,Have there been times in the past 12 months when you did not have enough money to provide adequate shelter or housing for you and your family?,External
WP4371,"What do you think of the following countries/entities: are they friendly, neutral, or hostile to (Response in SA) Herzegovina  ( in Bosnia )?",External
WP44,Have there been times in the past 12 months when you or your family have gone hungry?,External
WP4400,Let us again suppose that you have a daughter or sister and she is about to marry someone who is not of your religion. Do you think it is,External
WP4633,Have any members of your household gone to live in a foreign country permanently or temporarily in the past five years?,External
WP4645,"Which of these, if any, have you done in the past year? Been active in a group or organization that works to protect the environment.",External
WP4646,"Which of these, if any, have you done in the past year? Voluntarily recycled newspapers, glass, aluminum, motor oil, or other items.",External
WP4647,"Which of these, if any, have you done in the past year? Avoided using certain products that harm the environment.",External
WP4648,"Which of these, if any, have you done in the past year? Tried to use less water in your household.",External
WP4649,How much do you know about global warming or climate change? ,External
WP4650,Temperature rise is a part of global warming or climate change. Do you think rising temperatures are...?(asked of those who said they know something or a great deal about global warming and climate change),External
WP4651,"Over the past five years, would you say that the annual average temperatures in your local area have gotten warmer, colder, or stayed about the same?",External
WP4652,How serious of a threat is global warming to you and your family? (asked of those who said they know something or a great deal about global warming and climate change),External
WP4653,"Some people think that for the military to target and kill civilians is sometimes justified, while others think that kind of violence is never justified. Which is your opinion?",External
WP4654,"Some people think that For an individual person or a small group of persons to target and kill civilians is sometimes justified, while others think that kind of violence is never justified. Which is your opinion?",External
WP4655,Some people believe that groups that are oppressed and are suffering from injustice can improve their situation by peaceful means ALONE. Others do not believe that peaceful means ALONE will work to improve the situation for such oppressed groups. Which do you believe?,External
WP4656,"All things considered, how satisfied are you with your life as a whole these days? Use a 0 to 10 scale, where 0 is dissatisfied and 10 is satisfied.",External
WP4657,"Were you born in this country, or not?",External
WP4687,"In the past seven days, have you shared a meal with all the members of your household, or not?",External
WP4688,"Approximately, how long do you devote to sharing a meal with your household members every time you sit at the table together? (Asked only of those who said they shared a meal with a household member in the past seven days.)",External
WP4689,"In the past 12 months, would you say the members of your household have gotten more united or less united?",External
WP4692,"Nowadays, people in this country talk a lot about socialism and capitalism. How would you consider yourself? Would you say you are . . . ?",External
WP4693,And how about this country these days? Would you say this country is . . . ?,External
WP4737,"If you had an opportunity to pick at work a team/workgroup that you could belong to, would you choose...? (Asked only of those with a job.)",External
WP4738,"If you had an opportunity to choose a manager, would you choose . . . ? (Asked only of those with a job.)",External
WP4740,What are the most important aspects for your company to work on (most important)? (Asked only of those with a job.),External
WP4741,"On average, how often do you drink alcoholic beverages (including beer)?",External
WP4743,Will you drink an alcoholic beverage if you know or suspect that it was counterfeit?,External
WP4744,Have you ever suffered from poisoning due to the consumption of alcohol (including substitutes or other alcoholic beverages)?,External
WP4748,What kind of meat/sausages do you eat? Pork.,External
WP4754,"Based on the current conditions in the country, which of the following statements best reflects your opinion?",External
WP4755,How many members of this household work temporarily in another country? (Asked only of those who have a household member temporarily working in another country.) ,External
WP4758,"Do your family members or relatives who work or study abroad temporarily, or those who live abroad permanently, help you financially, or not? (Asked only of those with a household member, family or friends working or studying abroad, either permanently or temporarily.)",External
WP4759,"What kind of help do your family members or relatives who have gone abroad provide? (Allow multiple responses)  (SHOW CARD)  (First response; asked only of those who are helped financially by a household member, family or friends working or studying abroad, either permanently or temporarily.)",External
WP4761,"In the last 5 years, did you personally go abroad in order to make money?",External
WP4762,"Did your work entail a rise, a fall, or no change in your accustomed social status? (Asked only if gone abroad to make money in the past five years.)",External
WP4764,"Do you think the level of poverty in this country is lower, about the same, or higher than it was in the Soviet Union days?",External
WP4765,What should the national government do about immigrants who want to become citizens of this country?,External
WP4768,Do you believe that . . . ?,External
WP4769,How important is it for a president of your country to be religious?,External
WP4770,Do you think it is good or bad for the president of your country to publicly demonstrate his religiosity?,External
WP4771,"In your opinion, thinking about the city/town/village where you live, would a person's career (prospects for advancement) be helped, have no effect, or hindered by openly displaying the following faiths . . . ? Islam",External
WP4772,"In your opinion, thinking about the city/town/village where you live, would a person's career (prospects for advancement) be helped, have no effect, or hindered by openly displaying the following faiths . . . ? Orthodox Christianity",External
WP4775,What was the main reason for joining this religion/denomination? (Asked only of those who specify a religion other than secular/nonreligious/agnostic/atheist/none.),External
WP4776,Which comes closest to your view?,External
WP4777,"Are you currently more, less or as religious as you were about 10 years ago?",External
WP4778,How often do you attend mass? (Asked only of those who are Christian.),External
WP4784,How often do you perform salat? (How often do you pray?) (Asked only of those who are Islamic.),External
WP4786,Which of these statements best describes your understanding of jihad? (Asked only of those who are Islamic.),External
WP4788,Do you observe the fast during Ramadan? (Asked only of those who are Islamic.),External
WP4789,Which alcoholic beverages do you drink most often? Light alcoholic drinks (with low concentration of alcohol),External
WP48,How many days do you work in a typical week? (Asked only of those with a job.),External
WP4800,"Do you think each of the following is morally acceptable, or morally wrong? Begging for money",External
WP4801,"Do you think each of the following is morally acceptable, or morally wrong? Living on unemployment benefits.",External
WP4802,"Do you think each of the following is morally acceptable, or morally wrong? To take a credit at interest",External
WP4803,"Do you think each of the following is morally acceptable, or morally wrong? To lend money at interest",External
WP4813,"Giving all your financial commitments, will you be able to save some money for the future in 2007?",External
WP4826,Do you think the Muslim world and the Western world are getting along well with each other today?,External
WP4827,Do you think the interaction between the Muslim world and the Western world is getting better or getting worse?,External
WP4828,Is the quality of interaction between the Muslim and Western worlds important to you?,External
WP4829,Do you think the Western world is committed to improving the interaction between the Muslim and Western worlds?  ,External
WP4830,Do you think the Muslim world is committed to improving the interaction between the Muslim and Western worlds?  ,External
WP4831,Do you believe that the Muslim world respects Western world?,External
WP4832,Do you believe that the Western world respects Muslim world?,External
WP4833,Which comes closer to your point of view?,External
WP4834,"Do you think violent conflict between the Muslim and Western worlds can be avoided, or not?",External
WP4835,Thinking about the tensions between the Muslim and Western worlds -- do you think they arise more from differences of religion or differences of culture or from conflicts about political interests?,External
WP4837,I am going to read out a set of statements that reflects the opinions of a variety of people we spoke with on the subject of business. Please indicate whether you agree or disagree with each of the following statements. Entrepreneurs help create jobs,External
WP4839,I am going to read out a set of statements that reflects the opinions of a variety of people we spoke with on the subject of business. Please indicate whether you agree or disagree with each of the following statements. Entrepreneurs think only about their own wallet,External
WP4847,What is your nationality?,External
WP4868,"How strongly do you identify with each of the following groups -- 1 being extremely strongly and 5 being not at all? Your ethnic background (i.e., Arab, Kurd, Pashtun).",External
WP4869,How strongly do you identify with each of the following groups -- 1 being extremely strongly and 5 being not at all? Your religious sect.,External
WP4870,How strongly do you identify with each of the following groups -- 1 being extremely strongly and 5 being not at all? Your tribe.,External
WP4871,There are many acts some people may do in life. I will read out to you a number of these acts. I would like you to indicate to which extent it can be morally justified. A U.S.-led military attack on North Korea to eliminate its nuclear capabilities.,External
WP4872,There are many acts some people may do in life. I will read out to you a number of these acts. I would like you to indicate to which extent it can be morally justified. U.S.-led military attack on Iran to eliminate its ability to someday produce nuclear weapons.,External
WP4874,Which of the following do you associate with Shari'a compliance? Provides justice for women,External
WP4875,Which of the following do you associate with Shari'a compliance? Oppresses women,External
WP4876,Which of the following do you associate with Shari'a compliance? Limits the power of rulers,External
WP4877,Which of the following do you associate with Shari'a compliance? Gives government unlimited power,External
WP4878,Which of the following do you associate with Shari'a compliance? Protects minorities,External
WP4879,Which of the following do you associate with Shari'a compliance? Oppresses minorities,External
WP4880,Which of the following do you associate with Shari'a compliance? Protects human rights,External
WP4881,Which of the following do you associate with Shari'a compliance? Reduces corruption,External
WP4882,Which of the following do you associate with Shari'a compliance? Promotes economic justice,External
WP4883,Which of the following do you associate with Shari'a compliance? Limits personal freedom,External
WP4884,Which of the following do you associate with Shari'a compliance? Promotes a fair judicial system,External
WP4885,Which of the following do you associate with Shari'a compliance? Promotes scientific advancement,External
WP4886,Which of the following do you associate with Shari'a compliance? Allows people to have a say in their government,External
WP4887,Which of the following do you associate with Shari'a compliance? Reduces crime,External
WP4888,Which of the following do you associate with Shari'a compliance? An obstacle to scientific advancement,External
WP4889,Which of the following do you associate with Shari'a compliance? Promotes cruel criminal punishments,External
WP4890,"Is the state of the relationship between Sunnis and Shiites in the world a concern to you, or not?",External
WP4891,"In general, do you believe a basic conflict exists between Sunnis and Shiites, or not?",External
WP4893,"Next, please say whether your impression of each of the following leaders is very favorable, favorable, neither favorable nor unfavorable, unfavorable, or very unfavorable. Ismail Haniyeh",External
WP4899,"In this country, do you have confidence in each of the following? How about NGOs (Non-Governmental Organizations)?",External
WP4941,"Do you think the government is doing enough to fight terrorism, or not?",External
WP4943,Do you or another member of your household have a debit card? ,External
WP4944,"Do you think the government is doing enough to promote communal harmony, or not?",External
WP4945,"How satisfied are you with the way democracy works in this country? Very satisfied, somewhat satisfied, neither satisfied nor dissatisfied, somewhat dissatisfied, very dissatisfied? (Asked only of those who think democracy is important.)",External
WP4946,"Next, I'm going to read you a list of issues. Regardless of whether or not you think it should be legal, for each one, please tell me whether you PERSONALLY BELIEVE that each of the following are MORALLY acceptable or MORALLY wrong. How about Married men having an affair",External
WP4947,"Next, I'm going to read you a list of issues. Regardless of whether or not you think it should be legal, for each one, please tell me whether you PERSONALLY BELIEVE that each of the following are MORALLY acceptable or MORALLY wrong. How about Married women having an affair",External
WP4948,"Next, I'm going to read you a list of issues. Regardless of whether or not you think it should be legal, for each one, please tell me whether you PERSONALLY BELIEVE that each of the following are MORALLY acceptable or MORALLY wrong. How about Offering bribe to get something done that was perfectly legal to begin with",External
WP4949,"Are you very satisfied, somewhat satisfied, somewhat dissatisfied, or very dissatisfied with the way women are treated in this society?",External
WP4952,"Have you personally experienced caste based, religious or gender based discrimination in the past year?",External
WP4953,There are many acts some people may do in life. I will read out to you number of these acts. I would like you to indicate to which extent it can be morally justified. A military attack on Iran by Western powers to eliminate its ability to someday produce nuclear weapons.,External
WP4954,There are many acts some people may do in life. I will read out to you number of these acts. I would like you to indicate to which extent it can be morally justified. Mumbai bombings of July 2006.,External
WP4955,There are many acts some people may do in life. I will read out to you number of these acts. I would like you to indicate to which extent it can be morally justified. Attacks on Muslim civilians in Gujarat in late February of 2002.,External
WP4988,"Do you think China will replace the US as the leading superpower in the next 10 years, in the next 20 years, in the next 50 years or do you think China will not replace the US as the world's leading superpower?",External
WP4995,"Do you think relations between India and Pakistan have recently improved, declined, or stayed the same",External
WP4996,Do you think India is doing enough to control cross-border terrorism?,External
WP4997,Do you think Pakistan is doing enough to control cross-border terrorism?,External
WP5,Country,External
WP5034,How much attention do you pay to the following news topics? News about Palestine.,External
WP5035,How much attention do you pay to the following news topics? News about Afghanistan.,External
WP5036,How much attention do you pay to the following news topics? News about Iran.,External
WP5037,How much attention do you pay to the following news topics? News about Kashmir.,External
WP5038,How much attention do you pay to the following news topics? News about Muslims in Europe.,External
WP5039,How much attention do you pay to the following news topics? News about Muslims in the United States.,External
WP5075,"Now in regards to specific areas of legislation, please indicate what comes closest to your point of view with regards to Shari'a.  In the area of family law, indicate if you think Shari'a must be the only source of legislation, or if Shari'a must be a source of legislation, but not the only source, or if Shari'a should not be a source of legislation. (asked only of those who say Shari'a must be a source/not a source of legislation in WP645)",External
WP5076,"Now in regards to specific areas of legislation, please indicate what comes closest to your point of view with regards to Shari'a.  In the area of economic/banking regulations, indicate if you think Shari'a must be the only source of legislation, or if Shari'a must be a source of legislation, but not the only source, or if Shari'a should not be a source of legislation. (asked only of those who say Shari'a must be a source/not a source of legislation in WP645)",External
WP5077,"Now in regards to specific areas of legislation, please indicate what comes closest to your point of view with regards to Shari'a.  In the area of criminal law, indicate if you think Shari'a must be the only source of legislation, or if Shari'a must be a source of legislation, but not the only source, or if Shari'a should not be a source of legislation. (asked only of those who say Shari'a must be a source/not a source of legislation in WP645)",External
WP5078,"Now in regards to specific areas of legislation, please indicate what comes closest to your point of view with regards to Shari'a.  In the area of regulations governing what may be broadcast on television or published in newspapers, indicate if you think Shari'a must be the only source of legislation, or if Shari'a must be a source of legislation, but not the only source, or if Shari'a should not be a source of legislation. (asked only of those who say Shari'a must be a source/not a source of legislation in WP645)",External
WP5079,"Now in regards to specific areas of legislation, please indicate what comes closest to your point of view with regards to Shari'a.  In the area of laws regulating the powers of government, indicate if you think Shari'a must be the only source of legislation, or if Shari'a must be a source of legislation, but not the only source, or if Shari'a should not be a source of legislation. (asked only of those who say Shari'a must be a source/not a source of legislation in WP645)",External
WP51,Approximately how many minutes does it take you to get from your home to your workplace? (Asked only of those with a job.),External
WP52,Are you satisfied with your job or the work you do? (Asked only of those with a job; asked prior to 2009.),External
WP5243,Some people say the weather around the world is changing. Do you agree or disagree with the following statements. If the climate changes my life will get harder.,External
WP5244,Some people say the weather around the world is changing. Do you agree or disagree with the following statements. Water is getting harder to find.,External
WP5245,Some people say the weather around the world is changing. Do you agree or disagree with the following statements. There is more extreme weather such as rain or wind storms now.,External
WP5249,"Over the past five years, would you say the rainfall in your local area . . . ?",External
WP5250,"In the area where you currently live, would you say there has been enough rainfall for growing crops for people or livestock?",External
WP53,"In your work, do you have an opportunity to do what you do best every day? (Asked only of those with a job.)",External
WP5319,"In principle, do you believe Sharia-based legislation should apply to both Muslims and non-Muslims, or just to Muslims?",External
WP5322,"In your opinion, thinking about the city/town/village where you live, would a person's career (prospects for advancement) be helped, have no effect, or hindered by openly displaying the following faiths: Catholic?",External
WP5323,"In your opinion, thinking about the city/town/village where you live, would a person's career (prospects for advancement) be helped, have no effect, or hindered by openly displaying the following faiths: Protestant?",External
WP5329,Some people think that democracy is important for the development of the country. Other people think that democracy is not important for the development of the country. What is your opinion?,External
WP5330,How important is it for the country to have active (political) opposition? Is it ...?,External
WP5331,Some people think that it is more important for this country to have close relationship with the U.S. even if it might hurt relationships with Russia; other people think that it is more important for this country to have close relationships with Russia even if it might hurt relationships with U.S. Which of these two comes closer to your view?,External
WP5354,What specific Jewish denomination are you? (asked only of those whose religion is Judaism) ,External
WP5355,Does your home have A washing machine?,External
WP5356,Does your home have A freezer?,External
WP5357,Does your home have A DVD player?,External
WP5358,Do you think you could lose your job in the next six months? (Asked only of those with a job.),External
WP5359,Are you affiliated to a retirement plan for which you contributed last month?,External
WP5360,"In the past 12 months, have you paid taxes on your income or not? (Asked only of those with a job.)",External
WP5362,"In the city or area where you live, are you satisfied or dissatisfied with the flow of traffic?",External
WP5363,"In the city or area where you live, are you satisfied or dissatisfied with the sidewalks or pedestrian ways?",External
WP5364,"In the city or area where you live, are you satisfied or dissatisfied with the availability of public parks, squares, and green areas?",External
WP5365,"In the city or area where you live, are you satisfied or dissatisfied with the availability of public facilities where people can practice sports?",External
WP5366,Are there gangs in the area where you live?,External
WP5367,Is there illicit drug trafficking or drug sales in the area where you live?,External
WP5369,"If for some reason your household stopped receiving these remittances, what would it prevent you or your family from doing? (Asked only of those who say they receive monetary aid from relatives living outside the country on a regular basis.)",External
WP5370,"To the best of your knowledge, would you agree that large corporations in this country always comply with the country's laws of regulations?",External
WP5371,"To the best of your knowledge, would you agree that large corporations in this country are truly committed to protecting the environment?",External
WP5372,"To the best of your knowledge, would you agree that large corporations in this country are companies consumers can always trust?",External
WP5373,"To the best of your knowledge, would you agree that large corporations in this country invest in the development of their employees?",External
WP5374,"To the best of your knowledge, would you agree that large corporations in this country value the culture and traditions of the communities where they operate?",External
WP5375,"To the best of your knowledge, would you agree that large corporations in this country Give opportunities for advancement to any employee who is qualified for the job?",External
WP5376,"To the best of your knowledge, would you agree that large corporations in this country always try to consume locally produced goods and services whenever possible?",External
WP5377,"To the best of your knowledge, would you agree that large corporations in this country always treat their suppliers fairly, regardless of their size?",External
WP5378,"To the best of your knowledge, would you agree that large corporations in this country are truly committed to making a positive impact on consumer's quality of life?",External
WP5379,"To the best of your knowledge, would you agree that large corporations in this country make contributions and donations in areas that are fundamental for the communities where they operate?",External
WP5397,"Now I am going to read you a list of natural resources. As I read them to you, please tell me if you think your country is doing a good job at preserving them, or not. In your opinion, is this country doing a good job at preserving oil?",External
WP5398,"Now I am going to read you a list of natural resources. As I read them to you, please tell me if you think your country is doing a good job at preserving them, or not. In your opinion, is this country doing a good job at preserving natural gas?",External
WP5399,"Now I am going to read you a list of natural resources. As I read them to you, please tell me if you think your country is doing a good job at preserving them, or not. In your opinion, is this country doing a good job at preserving? Fresh Water",External
WP54,"Is there someone at work who encourages your development, or not? (Asked only of those with job.)",External
WP5400,"Now I am going to read you a list of natural resources. As I read them to you, please tell me if you think your country is doing a good job at this country doing a good job at preserving forests?",External
WP5401,"Now I am going to read you a list of natural resources. As I read them to you, please tell me if you think your country is doing a good job at preserving them, or not. In your opinion, is this country doing a good job at preserving land?",External
WP5402,"In your opinion, do other countries take advantage of this country's natural resources, or not?",External
WP5404,"Have you heard about a biological fuel that can be made from corn, sugar cane, and other crops called Ethanol?",External
WP5405,"If there was a referendum in your country to decide whether this country starts replacing gasoline for ethanol (increases the production of ethanol for this country's own consumption), how would you vote? Would you . . . ? (Asked only if they say they have heard of ethanol.)",External
WP5406,"In your opinion, who should manage public utilities, such as water, electricity, and natural gas service -- the state or the private sector?",External
WP5407,"Thinking about the differences in the standard of living of the poor and the rich in this country, would you say those differences are . . . ?",External
WP5408,Now let's talk about the education children receive in this country. Do you have children  younger than 16 years of age who are in school?,External
WP5417,Please tell me if you agree or disagree with the following opinions. In this country women and men have the same opportunities to realize their personal aspirations.,External
WP5418,Please tell me if you agree or disagree with the following opinions. Women should manage the household's finances.,External
WP5419,Please tell me if you agree or disagree with the following opinions. It is easier for women to cope with the demands of work and family matters than it is for men.,External
WP5420,"Please tell me if you agree or disagree with the following opinions. In recent years, the number of househusbands has increased in this country.",External
WP5421,Please tell me if you agree or disagree with the following opinions. Women in politics have done a better job than men.,External
WP5425,"Do you, or the person who owns this dwelling, have a deed or property title? (asked only if they or someone in the household owns the dwelling)",External
WP5428,"Thinking about your oldest child, when he or she is at school, do you fear for his or her physical safety? (Asked only of those with child under age 16 in school at present time.)",External
WP5429,"How serious a problem is each of the following at the school your oldest child attends -- very serious, somewhat serious, not too serious, or not serious at all? How about violence? (Asked only of those with child under age 16 in school at present time.)",External
WP5430,"How serious a problem is each of the following at the school your oldest child attends -- very serious, somewhat serious, not too serious, or not serious at all? How about gangs? (Asked only of those with child under age 16 in school at present time.)",External
WP5431,"How serious a problem is each of the following at the school your oldest child attends -- very serious, somewhat serious, not too serious, or not serious at all? How about drugs? (Asked only of those with child under age 16 in school at present time.)",External
WP5432,"How serious a problem is each of the following at the school your oldest child attends -- very serious, somewhat serious, not too serious, or not serious at all? How about sex? (Asked only of those with child under age 16 in school at present time.)",External
WP5433,"How serious a problem is each of the following at the school your oldest child attends -- very serious, somewhat serious, not too serious, or not serious at all? How about lack of discipline in the classroom? (Asked only of those with child under age 16 in school at present time.)",External
WP5434,"How serious a problem is each of the following at the school your oldest child attends -- very serious, somewhat serious, not too serious, or not serious at all? How about social pressure among students to be popular? (Asked only of those with child under age 16 in school at present time.)",External
WP5435,"If you had to go to a hospital because of an accident or illness, who would take care of the cost of your assistance? Would it be paid by . . .",External
WP5436,Mobility (your ability to walk around),External
WP5437,Self-care (ability to take care of yourself) ,External
WP5438,"Usual activities (e.g., work, study, housework, family, or leisure activities)",External
WP5439,Pain/Discomfort,External
WP5440,Anxiety/Depression,External
