ResponseId,Student,Q1,QNEW,Q2,Q3,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q6,Q7_x1,Q7_x4,Q7_x5,Q7_x6,Q7_x7,Q7_x8,Q7_x9,Q7_x10,Q7_x11,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_14,Q8_15,Q8_16,Q8_17,Q8_18,Q8_19,Q9,Q10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q13,Q14,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q17,Q18,Q19,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q20_8,Q20_9,Q20_10,Q20_11,Q20_12,Q20_13,Q20_14,Q20_15,Q21_1,Q21_2,Q21_3,Q21_4,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7,Q23_8,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q25_9,Q25_10,Q25_11,Q25_12,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q27,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_9,Q28_10,Q28_11,Q28_10_TEXT,Q29_1,Q29_2,Q29_3,Q29_4,Q30,Q31,Q32_1,Q32_2,Q32_3,Q32_4,Q34,Q35,Q36,Q37,Q39_1,Q39_2,Q39_3,Q39_4,Q39_5,QPID100,Q260,Q270,R01,R02,R03_1,R03_2,R03_3,R03_4,R03_5,R03_6,R03_7,R03_8,R03_9,R03_10,R04,xacslang,xhhno,xhispan,xppracem,xspanish,xurbanicity,ppage,ppeducat,ppeduc5,ppethm,ppgender,pphhsize,pphouse4,ppinc7,ppmarit5,ppmsacat,ppreg4,pprent,ppstaten,ppemploy,ppt18ov,ppkid017,PPREG9,weight
R_5QDZlUSXjp6u7eH,1,1,1,1,1,1,3,2,1,2,3,1,1,2,1,3,2,2,1,1,1,3,3,1,7,5,3,3,7,1,4,1,2,1,7, , , , , , , , ,3,1,3, ,1,3,2, ,3, ,1,1,1,1,2,2,2,1,1,1, ,1,1, ,4,3,4,1,1, , , , ,3,3,3,1,2,2,1, , ,4,2,4,4,2,2,2, ,1, ,0,0,0,0,0,0,0,1, ,1, ,2,2,1, ,1,1, , , ,3,3,3,3,1,2,3,0,0,0,0,0,0,0,0,0,0,1,-1,4,4,3,4,1, ,2,2,2,2,1,2,2,2,4,3,3,2,2,2,13,6, , , , , , , , , , , , , ,-1,9999999999,9,9,1,9,23,3,3,1,2,2, ,5,999,0,2,999,32,999, ,999,3,0.8189
R_1bJpLwfj86zWqAZ,1,3,2,1,1,2,4,3,3,1,4,1,1,2,1,2,4,3,3,3,1,2,3,3,5,7,7,6, , , , , , , ,7,3,7,3,2,3,5,4,2,1, ,2,3,2, ,2, ,4,3,2,2,1,3,2,2,3,3, ,1, ,1,2,1,2,4, , ,2,2,2,1, , ,1,2,2, , ,1,1,3,1,5,2,1,2, ,1, ,1,0,1,0,0,0,0,1,0,1, ,1, , , ,2, , ,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,-1,3,3,4,4,1, ,2,2,2,2,1,2,2,1,4,4,2,2,1,2,1,4, , , , , , , , , , , , , ,2,9999999999,9,9,1,9,22,3,3,4,2,4, ,5,999,1,3,999,74,999, ,999,7,0.833
R_2EGE1C7eRfMQv17,1,1,2,1,1,1,3,2,1,1,1,1,1,1,2,1,2,2,2,2,3,1,2,3,5,5,5,5,5,4,5,6,5,3,4, , , , , , , , ,3,1,1, ,2,4,1, ,2, ,1,3,1,1,3,2,2,2,2,1, ,2,2, ,2,1,2,1,2, , , , ,2,2,2,2,2,2,-1, , ,3,1,1,1,1,2,2, ,1, ,0,0,0,0,0,0,0,1, ,1, ,1,2,1, ,1,1, , , ,1,1,1,1,1,1,3,0,1,0,0,0,0,0,0,0,0,0,-1,1,1,2,2,2,2,2,2,2,2,3,2,2,2,3,3,2,1,2,3,2,4, , , , , , , , , , , , , ,-1,9999999999,9,9,1,9,22,3,3,1,1,4, ,3,999,1,1,999,23,999, ,999,2,0.9309
R_2OwX1SdEhgSpI5P,1,2,2,1,1,2,2,2,1,2,3,1,1,1,2,3,3,2,3,3,1,3,4,4,5,5,2,2, , , , , , , ,3,6,5,3,1,6,4,4,4,1, ,1,2,2, ,4, ,4,1,3,2,1,2,2,2,2,2, ,2, ,2,2,2,2,4, , ,3,2,2,-1, , ,1,2,1, , ,1,1,2,1,-1,3,2,2, ,1, ,1,1,0,1,0,0,1,0,0,2, ,1, , , ,2, , ,2,2,2,2,1,2,1,1,1,2,0,0,0,0,1,0,0,1,1,0,0,-1,3,3,3,2,3, ,2,2,2,2,1,1,1,1,2,3,3,2,2,2,1,4, , , , , , , , , , , , , ,2,9999999999,9,9,1,9,22,3,3,4,2,2, ,2,999,1,1,999,14,999, ,999,1,0.842
R_32PEoSqxO21vY9J,1,1,2,1,3,1,1,1,1,1,5,1,1,1,1,2,2,2,2,2,2,2,2,3,4,4,5,7,2,4,2,4,4,4,6, , , , , , , , ,3,1,3, ,2,3,1, ,3, ,1,1,1,1,3,2,2,1,1,1, ,1,2, ,2,3,4,1,1, , , , ,2,2,3,2,2,2,1, , ,3,1,2,2,2,2,1, ,2, ,1,1,0,0,0,1,0,0, ,1, ,1,2,1, ,1,1, , , ,1,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,1,-1,2,3,3,2,1, ,2,2,2,2,2,2,2,2,2,4,5,1,1,2,13,6, , , , , , , , , , , , , ,2,9999999999,9,9,1,9,22,4,4,4,2,2, ,4,999,1,4,999,93,999, ,999,9,1.6549
R_7K14ec7W4gQ1ytr,1,1,2,1,3,1,1,3,2,1,3,1,1,1,2,2,1,2,2,1,1,1,2,3,7,7,7,4,7,6,7,6,5,6,6, , , , , , , , ,2,1,2, ,1,2,1, ,1, ,1,2,3,1,3,1,1,1,1,1, ,2,2, ,2,2,5,1,1, , , , ,1,3,2,3,1,3,1, , ,1,1,1,1,2,1,2, ,2, ,0,0,0,0,0,0,0,1, ,1, ,2,2,2, ,2,2, , , ,1,1,1,2,1,1,2,0,0,0,0,0,0,0,0,1,0,0,-1,4,4,4,3,1, ,2,2,2,2,3,1,3,1,3,4,3,2,3,1,1,4, , , , , , , , , , , , , ,-1,9999999999,9,9,1,9,21,3,3,1,2,15, ,6,999,1,2,999,34,999, ,999,3,0.733
R_3Liea3LitqVuM70, ,1,2,1,3,3,2,1,1,1,4,1,1,1,2,3,3,2,2,2,2,3,3,3,4,4,3,3, , , , , , , ,1,4,4,3,2,4,2,1,2,1, ,2,2,3, ,3, ,3,1,2,2,1,1,2,2,2,2, ,1, ,2,2,3,2,4, , ,2,2,2,2, , ,1,2,2, , ,1,1,4,1,2,3,2,2, ,2, ,2,1,0,0,0,0,0,0,0,1, ,1, , , ,2, , ,2,2,2,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,1, ,4,4,4,4,1, ,2,1,2,2,2,2,2,1,3,3,2,2,1,2,13,6,1,1, , , , , , , , , , ,1,5,904251,1,1,1,1,18,2,2,1,1,4,3,3,5,1,1,2,21,3,3,1,2,0.5219
R_3ta6WvNYIfV3xfa,1,1,2,1,2,1,1,2,1,1,1,1,1,2,2,4,3,3,4,4,4,4,4,3,1,5,5,7, , , , , , , ,7,1,7,3,6,2,6,7,3,1, ,1,1,1, ,2, ,3,2,2,2,1,2,1,2,2,1, ,1, ,1,2,2,2,1, , ,2,2,2,1, , ,1,2,1, , ,1,1,3,1,3,3,1,1, ,1, ,1,0,1,0,0,0,0,0,0,1, ,1, , , ,1, , ,2,2,2,2,3,4,3,1,4,1,1,0,1,1,0,1,1,1,1,0,0,-1,1,1,1,1,1, ,2,2,2,2,1,1,2,1,4,4,4,4,4,3,1,5,1,1, , , , , , , , , , ,1,2,905580,2,3,1,1,19,3,3,4,2,4,1,7,5,1,4,1,93,2,3,1,9,1.3631
R_5IjwnmCVQOSjsoV, ,-1,2,1,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,3,3,5,5,5,5, , , , , , , ,7,2,7,4,6,3,7,6,4,2, ,2,1,2, ,2, ,3,1,2,2,1,2,2,2,3,2, ,2, ,1,2,1,2,1, , ,2,2,2,1, , ,1,2,2, , ,1,1,3,2,2,1,-1,1, ,1, ,1,0,0,0,0,0,0,0,1,1, ,1, , , ,1, , ,2,2,2,3,3,3,3,2,3,2,0,0,1,0,0,0,1,0,0,0,0, ,2,3,3,2,3, ,2,2,2,2,1,2,2,2,4,4,3,3,2,1,2,2,1,1, , , , , , , , , , ,1,5,907297,1,1,1,1,23,3,3,1,2,3,1,7,5,1,3,1,74,3,3,0,7,1.8166
R_3fGBPc6WKnnyHP4, ,1,2,1,3,1,1,1,1,1,4,1,1,1,1,1,3,2,1,2,4,1,1,1,5,6,5,3, , , , , , , ,5,6,5,7,5,7,3,5,2,1, ,2,1,3, ,1, ,4,2,2,2,1,2,2,2,2,1, ,2, ,2,3,1,2,4, , ,3,2,2,3, , ,3,3,3, , ,3,2,1,2,3,2,2,2, ,1, ,2,0,0,0,0,0,0,0,1,2, ,2, , , ,2, , ,2,2,2,4,4,4,4,2,4,3,1,0,0,0,0,0,0,0,0,0,0, ,2,2,1,3,3, ,2,2,2,2,3,2,2,2,3,3,5,3,3,3,1,2,1,1, , , , , , , , , , ,1,3,908519,2,1,1,3,23,3,3,4,2,3,1,6,5,1,2,1,31,1,3,0,3,0.433
R_1ImciZ8qe0chI8l,1,1,1,2,4,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,6,4,4,4, , , , , , , ,6,4,6,4,4,6,4,4,3,1, ,2,2,2, ,2, ,2,1,2,1,1,3,2,2,3,2, ,2, ,3,2,3,1,3, , ,1,2,2,1, , ,1,3,3, , ,1,1,4,2,4,2,1,1, ,1, ,1,0,0,0,0,0,0,1,0,1, ,2, , , ,2, , ,2,2,2,3,3,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0,1,-1,2,2,2,2,3, ,2,2,2,2,3,3,3,2,3,3,4,3,3,1,1,6,1,1, , , , , , , , , , ,1,1,908742,2,1,1,3,20,3,3,4,2,2,1,2,5,0,3,1,74,3,1,1,7,1.0226
R_2SlT3OcguRY3F5v, ,1,2,2,4,3,2,2,2,1,4,1,1,1,2,2,2,2,2,2,2,2,2,2,5,-1,7,-1, , , , , , , ,-1,-1,-1,-1,-1,-1,-1,-1,3,2, ,1,1,3, ,1, ,2,1,2,3,3,3,2,2,-1,1, ,2, ,1,3,5,1,2, , ,2,3,3,1, , ,3,1,2, , ,1,2,2,2,2,2,1,-1, ,2, ,2,0,0,0,0,0,0,0,1,1, ,1, , , ,2, , ,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,1, ,2,2,2,2,3, ,2,2,2,2,3,3,3,1,5,5,5,2,2,2,1,6,1,1, , , , , , , , , , ,1,3,909563,1,1,2,1,21,1,1,3,2,5,3,3,5,1,1,2,21,3,5,0,2,0.8057
R_1gMYio8GWzTuft7,1,2,2,1,1,2,3,3,2,1,4,1,2,1,2,2,2,2,3,3,2,2,3,2,4,4,5,5,5,2,5,3,3,3,7, , , , , , , , ,3,1,1, ,1,1,2, ,2, ,3,3,1,2,1,2,1,2,2,2, ,2,2, ,2,2,3,1,1, , , , ,2,2,2,2,2,2,1, , ,4,1,2,2,1,1,1, ,1, ,0,0,0,0,0,0,0,1, ,1, ,2,2,2, ,1,1, , , ,3,3,3,3,2,2,3,1,0,0,0,0,1,0,0,0,0,0,-1,3,2,1,3,3, ,1,1,2,2,1,1,2,2,4,4,4,4,3,2,1,2, , , , , , , , , , , , , ,2,9999999999,9,9,1,9,21,3,3,4,2,4, ,4,999,1,1,999,21,999, ,999,2,0.5583
R_66nQjhrZuXGvrwd,1,1,2,1,1,2,2,3,5,3,3,2,2,2,2,2,2,3,2,2,2,2,3,3,5,5,5,5, , , , , , , ,3,4,4,3,3,7,4,3,3,1, ,2,1,2, ,3, ,3,1,1,1,1,2,2,2,2,2, ,2, ,2,2,2,1,3, , ,2,2,2,2, , ,2,2,2, , ,1,2,2,1,3,3,2,1, ,2, ,1,0,0,0,0,0,0,0,1,1, ,1, , , ,2, , ,2,2,2,3,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,0,0,-1,2,2,1,2,2,1,2,2,2,2,1,1,2,2,3,3,2,2,2,2,13,5, , , , , , , , , , , , , ,-1,9999999999,9,9,1,9,21,3,3,1,2,1, ,4,999,0,2,999,34,999, ,999,3,0.829
R_2AGLYMl1OrwWFDs,1,2,2,1,2,1,1,1,1,1,3,1,1,1,1,4,3,3,3,3,1,2,4,3,4,3,3,4, , , , , , , ,2,4,4,2,2,5,3,2,4,1, ,1,1,4, ,1, ,4,1,1,3,1,2,2,2,1,2, ,1, ,1,1,2,2,4, , ,2,2,2,2, , ,2,2,2, , ,1,2,3,1,4,4,2,1, ,1, ,1,1,0,0,1,0,0,0,0,2, ,1, , , ,2, , ,2,2,2,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,1,-1,4,4,4,3,3, ,2,2,1,2,2,2,2,1,3,3,3,2,1,3,13,5, , , , , , , , , , , , , ,-1,9999999999,9,9,1,9,21,3,3,1,2,4, ,5,999,1,3,999,61,999, ,999,6,0.7829
R_5RPRRUyozzyQsAi,1,1,2,1,3,3,2,1,2,1,3,1,1,1,1,2,4,2,2,3,3,1,3,3,7,6,6,5,4,4,4,7,7,4,4, , , , , , , , ,3,1,2, ,1,2,1, ,1, ,3,3,3,1,2,1,2,2,1,2, ,2,2, ,1,2,3,1,2, , , , ,2,2,1,2,2,2,1, , ,4,1,2,4,1,1,2, ,1, ,0,0,0,0,0,0,0,1, ,1, ,2,2,1, ,2,2, , , ,2,4,4,2,2,3,2,1,1,1,1,1,1,1,1,0,0,0,-1,4,3,3,2,1, ,2,2,1,2,1,2,2,1,3,4,3,3,1,6,13,6, , , , , , , , , , , , , ,2,9999999999,9,9,1,9,21,3,3,4,1,3, ,3,999,1,3,999,74,999, ,999,7,1.2772
R_1IIAs7q5GRPyuHv,1,1,2,1,2,1,3,3,1,1,3,1,1,1,1,2,3,3,4,2,3,2,3,3,5,5,2,2,3,5,5,5,5,5,5, , , , , , , , ,4,1,3, ,1,2,1, ,1, ,2,2,2,1,2,1,1,1,1,1, ,1,1, ,4,2,3,2,2, , , , ,2,2,2,2,2,2,2, , ,3,2,3,3,2,2,2, ,1, ,0,0,0,0,0,0,0,1, ,2, ,2,2,2, ,2,2, , , ,2,2,2,2,1,2,2,1,1,1,1,1,1,0,0,0,0,0,-1,2,3,3,2,1, ,2,2,2,2,2,2,2,2,3,3,2,2,1,3,1,2, , , , , , , , , , , , , ,-1,9999999999,9,9,1,9,21,2,2,1,1,2, ,4,999,1,3,999,56,999, ,999,5,1.3949
R_2fdJNr1zJG1UKfh,1,2,2,1,3,1,1,1,1,1,1,1,1,1,2,3,3,3,3,4,3,4,4,3,5,5,5,7, , , , , , , ,6,2,7,5,3,4,6,6,3,2, ,2,1,2, ,2, ,3,2,2,2,3,2,1,1,4,1, ,1, ,2,1,1,2,2, , ,2,2,2,2, , ,1,2,2, , ,1,1,3,1,1,1,1,1, ,1, ,1,0,1,0,0,0,0,0,0,1, ,2, , , ,1, , ,2,2,2,3,3,2,2,1,2,2,0,1,0,1,0,0,1,0,1,0,0,-1,2,1,1,1,2,2,2,2,2,2,1,1,2,2,4,4,4,3,3,1,2,2, , , , , , , , , , , , , ,-1,9999999999,9,9,1,9,21,3,3,1,1,3, ,5,999,1,2,999,34,999, ,999,3,1.1035
R_71t5VikmceWX6FS,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,1,2,3,5,5,5, , , , , , , ,5,2,6,5,4,2,5,5,4,2, ,2,1,1, ,2, ,3,2,2,2,1,2,1,2,2,2, ,2, ,2,2,2,2,3, , ,2,1,2,2, , ,1,2,2, , ,1,1,4,2,3,3,1,1, ,1, ,1,0,0,0,0,0,0,0,1,2, ,1, , , ,2, , ,2,2,2,3,3,3,3,2,2,2,1,0,1,1,1,1,0,0,0,0,0,-1,3,3,2,2,3, ,2,2,2,2,3,2,2,1,4,3,2,3,3,3,1,4, , , , , , , , , , , , , ,-1,9999999999,9,9,1,9,21,3,3,1,1,4, ,7,999,1,4,999,93,999, ,999,9,2.329
R_5t4G1sELnTfqE3n,1,1,2,1,3,2,2,2,2,2,4,2,2,2,3,2,3,3,3,3,3,2,3,2,3,4,5,4,6,2,2,2,5,4,7, , , , , , , , ,2,1,2, ,1,2,2, ,3, ,1,2,2,1,1,2,2,1,3,1, ,1,1, ,2,1,3,1,1, , , , ,2,2,1,2,2,2,1, , ,2,1,1,1,2,1,2, ,2, ,0,1,0,0,0,0,1,0, ,1, ,2,1,1, ,1,2, , , ,1,1,1,1,1,3,3,1,0,0,0,0,0,1,0,1,0,0,-1,2,2,3,4,1, ,2,2,1,2,2,2,2,2,4,4,4,3,3,1,8,2, , , , , , , , , , , , , ,-1,9999999999,9,9,1,9,20,2,2,3,1,4, ,2,999,1,1,999,23,999, ,999,2,0.998
R_7jexEOhOAavFJOZ,1,3,2,1,3,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,3,1,3,4,7,7,7,5, , , , , , , ,5,7,7,5,5,7,6,5,4,2, ,1,1,2, ,1, ,3,1,2,2,2,2,1,1,1,1, ,1, ,1,1,2,2,3, , ,2,2,2,1, , ,1,2,2, , ,2,1,3,4,2,2,2,2, ,1, ,2,0,1,0,0,0,0,1,0,2, ,2, , , ,2, , ,2,2,2,3,3,2,3,2,2,2,1,0,0,0,1,0,0,0,0,1,0,second amendment rights,3,3,2,3,1, ,2,2,2,2,1,1,2,1,3,3,3,2,2,2,13,5, , , , , , , , , , , , , ,-1,9999999999,9,9,1,9,20,3,3,1,1,3, ,5,999,1,2,999,43,999, ,999,4,1.1035
R_6vK1I4OPOS6nUIh,1,1,2,1,1,3,1,1,1,1,5,1,1,2,3,3,3,4,4,4,1,4,3,4,5,5,4,4,7,3,4,4,4,5,5, , , , , , , , ,4,1,1, ,1,4,1, ,2, ,1,1,2,1,2,2,2,1,1,1, ,1,1, ,4,2,4,1,1, , , , ,2,2,2,2,2,2,1, , ,4,2,3,2,2,2,2, ,2, ,0,0,0,0,0,0,0,1, ,1, ,2,2,1, ,2,1, , , ,1,3,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,-1,3,4,3,3,3, ,1,2,2,2,1,1,2,1,3,3,3,2,2,6,13,6, , , , , , , , , , , , , ,-1,9999999999,9,9,1,9,18,2,2,1,1,4, ,5,999,1,2,999,42,999, ,999,4,1.0684
R_3YomhPJ7vI0mwPf,1,1,2,1,1,1,2,1,1,1,3,1,1,1,3,2,3,3,3,3,1,2,3,2,3,4,6,6,6,3,4,2,2,4,7, , , , , , , , ,3,1,2, ,1,2,1, ,2, ,1,1,1,1,2,2,2,3,2,1, ,2,3, ,1,2,4,1,1, , , , ,3,3,2,2,2,2,2, , ,3,4,1,2,1,1,2, ,1, ,0,1,0,0,1,1,0,0, ,1, ,2,2,1, ,2,1, , , ,2,3,2,2,1,2,2,0,1,0,0,1,0,0,0,1,0,0,-1,4,2,2,3,1, ,1,2,1,2,1,1,1,2,1,3,3,2,1,2,13,6, , , , , , , , , , , , , ,2,9999999999,9,9,1,9,18,1,1,4,2,5, ,2,999,1,4,999,86,999, ,999,8,1.3151
R_2vvrg4tXFE51i0N,1,2,2,1,1,1,1,1,1,1,4,1,1,1,1,4,3,3,4,3,1,4,4,4,6,7,7,3, , , , , , , ,1,7,7,2,1,7,4,1,4,1, ,1,1,3, ,3, ,3,1,1,2,1,2,1,2,1,1, ,1, ,1,1,1,2,4, , ,2,2,2,1, , ,2,2,2, , ,1,1,4,1,2,2,2,1, ,1, ,1,1,0,0,1,0,1,0,0,1, ,1, , , ,2, , ,2,2,2,2,2,2,2,1,3,2,1,0,1,0,0,0,0,0,0,0,0,-1,3,3,3,2,1, ,2,2,2,2,1,1,2,1,2,4,2,2,2,2,13,6, , , , , , , , , , , , , ,-1,9999999999,9,9,1,9,19,2,2,1,1,4, ,7,999,0,1,999,21,999, ,999,2,1.124
R_2wsr43bxmbMEPzX,1,1,2,1,1,2,2,2,2,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,7,5,6,6,6,4,4,4,4,5,7, , , , , , , , ,4,2,4, ,1,3,1, ,2, ,3,2,2,1,2,2,2,2,2,2, ,2,2, ,2,2,4,1,1, , , , ,2,2,1,2,2,2,1, , ,3,2,1,2,1,1,2, ,1, ,0,0,0,0,0,0,0,1, ,1, ,2,2,1, ,2,2, , , ,2,3,2,3,1,2,2,0,1,1,0,0,0,1,0,0,0,0,-1,3,3,3,3,3, ,2,2,2,2,2,2,2,1,3,3,3,2,2,2,13,6, , , , , , , , , , , , , ,-1,9999999999,9,9,1,9,18,1,1,1,1,3, ,4,999,1,2,999,35,999, ,999,3,1.2561
R_2aRyRObhuQcH64X,1,1,2,2,3,2,2,3,2,-1,1,2,2,1,1,2,2,2,2,3,4,1,2,4,1,7,7,7, , , , , , , ,7,1,7,7,7,1,7,7,4,2, ,1,1,1, ,1, ,2,2,2,2,2,2,1,1,1,1, ,1, ,1,1,1,2,1, , ,2,2,2,3, , ,1,2,2, , ,1,1,4,1,2,1,1,1, ,1, ,1,0,0,0,0,0,0,0,1,2, ,2, , , ,2, , ,2,2,2,3,3,2,3,1,3,2,1,1,1,1,1,1,1,1,1,0,0,-1,3,2,2,1,3, ,2,2,2,2,1,1,2,2,4,4,4,4,3,1,13,5, , , , , , , , , , , , , ,1,9999999999,9,9,1,9,22,3,3,4,2,5, ,7,999,1,4,999,93,999, ,999,9,1.5832
R_3wBKjb6bXCpas1M,1,1,2,1,1,2,3,3,2,2,4,1,1,1,2,3,2,3,3,2,2,2,3,2,6,5,5,5,6,3,3,3,4,5,6, , , , , , , , ,2,1,3, ,1,2,2, ,3, ,1,1,1,1,1,2,2,1,2,2, ,1,2, ,1,1,4,1,1, , , , ,2,2,2,3,2,2,3, , ,3,2,2,3,2,2,2, ,2, ,0,1,0,0,0,1,1,0, ,1, ,2,2,2, ,2,1, , , ,2,3,3,3,2,3,2,1,0,0,0,0,1,0,1,0,0,0,-1,2,3,2,2,3, ,1,2,2,2,1,1,2,1,3,4,3,2,2,3,11,3, , , , , , , , , , , , , ,-1,9999999999,9,9,1,9,19,3,3,1,2,4, ,4,999,1,2,999,44,999, ,999,4,0.829
R_2VudHutPARdYJVL,1,1,2,2,2,3,3,2,2,1,4,2,2,1,3,2,2,2,2,2,2,1,2,2,5,5,4,5, , , , , , , ,2,3,6,4,3,6,4,1,3,1, ,2,1,1, ,3, ,4,1,3,2,1,2,2,2,3,2, ,2, ,3,4,4,1,4, , ,2,2,1,1, , ,1,2,2, , ,1,1,3,1,1,2,1,2, ,2, ,2,0,0,0,0,0,0,0,1,1, ,1, , , ,2, , ,2,2,1,3,4,4,3,2,3,2,1,1,0,0,1,0,0,0,0,0,0,-1,2,3,4,4,2,1,2,2,2,2,1,1,1,1,4,4,3,2,2,2,13,6, , , , , , , , , , , , , ,-1,9999999999,9,9,1,9,18,3,3,1,2,5, ,7,999,1,1,999,14,999, ,999,1,0.7417
R_6n9ejbuMVThjhvp,1,1,2,1,1,1,3,1,1,1,1,1,1,1,2,2,2,3,2,3,2,1,2,3,4,3,4,5, , , , , , , ,5,5,5,4,4,4,3,5,4,1, ,1,1,2, ,2, ,3,1,1,2,1,2,1,1,1,1, ,1, ,2,1,2,2,3, , ,1,2,2,2, , ,3,3,3, , ,1,1,5,1,2,2,1,1, ,1, ,1,0,0,0,0,0,0,0,1,2, ,2, , , ,2, , ,2,2,2,4,4,4,4,2,4,2,1,1,0,0,0,0,0,1,0,0,0,-1,3,4,3,2,2,2,2,2,2,2,3,1,2,1,4,3,2,2,1,6,13,6, , , , , , , , , , , , , ,-1,9999999999,9,9,1,9,20,3,3,1,2,3, ,5,999,0,2,999,34,999, ,999,3,0.705
R_1M4o9LGbWxbNuCZ,1,3,2,1,1,1,2,2,1,2,3,2,1,3,1,4,1,2,3,3,2,1,3,3,5,5,4,4,1,7,1,7,7,3,2, , , , , , , , ,3,2,2, ,1,4,1, ,2, ,3,2,2,1,2,1,1,2,2,2, ,2,1, ,4,2,1,2,2, , , , ,2,2,2,2,1,2,2, , ,3,1,1,1,2,1,2, ,1, ,0,0,0,0,0,0,0,1, ,2, ,2,2,2, ,2,2, , , ,1,3,4,1,1,1,2,0,0,1,1,0,0,1,0,0,0,0,-1,4,1,1,1,2,2,2,2,2,2,1,2,2,1,4,4,3,4,2,1,5,1, , , , , , , , , , , , , ,-1,9999999999,9,9,1,9,19,2,2,1,1,3, ,7,999,1,3,999,59,999, ,999,5,1.6976
R_50xk9x5KH7DJLLc,1,2,2,2,2,1,1,1,1,1,3,1,1,1,2,2,3,3,2,4,2,2,3,2,4,4,5,7, , , , , , , ,2,6,4,1,1,7,2,2,3,1, ,1,1,2, ,2, ,3,1,2,1,3,2,2,2,1,1, ,2, ,1,3,1,1,2, , ,1,2,1,1, , ,2,1,2, , ,1,2,4,1,2,2,2,2, ,1, ,1,0,1,0,0,0,1,1,0,1, ,1, , , ,2, , ,1,2,1,2,2,2,2,1,2,2,1,0,0,0,0,0,0,0,1,0,0,-1,3,3,2,3,3, ,2,2,2,2,2,1,2,1,4,4,4,3,3,3,13,6, , , , , , , , , , , , , ,-1,9999999999,9,9,1,9,21,4,4,1,2,3, ,5,999,1,1,999,14,999, ,999,1,0.6594
R_20Nk6uSXCShMRMZ, ,1,1,1,3,3,3,3,3,2,3,3,2,2,2,2,2,3,3,3,2,2,3,3,1,3,5,3, , , , , , , ,3,5,6,2,2,5,3,2,3,1, ,2,1,3, ,3, ,3,1,1,2,1,1,2,2,1,3, ,1, ,2,2,3,2,4, , ,1,2,1,2, , ,1,3,3, , ,1,1,3,3,3,2,2,2, ,2, ,2,1,0,0,0,1,0,0,0,2, ,1, , , ,1, , ,2,2,2,2,2,3,3,2,3,2,1,1,0,0,0,0,0,0,1,0,0, ,3,3,2,3,3, ,2,2,2,2,1,2,2,2,3,3,2,2,2,2,2,3,1,1, , , , , , , , , , ,1,5,910749,1,2,1,1,19,3,3,2,1,3,2,6,5,1,3,1,52,3,3,0,5,0.4694
R_1rOlBT4FgjxR2yS, ,1,2,1,2,3,3,3,3,2,4,2,2,2,2,2,2,2,2,2,3,2,3,3,5,6,6,5, , , , , , , ,4,6,6,4,3,6,6,4,2,1, ,2,1,3, ,2, ,3,1,3,1,1,2,1,2,3,3, ,2, ,3,3,2,2,2, , ,2,2,2,2, , ,1,2,2, , ,1,1,3,1,3,2,1,1, ,1, ,1,1,0,0,0,0,0,0,0,1, ,2, , , ,2, , ,2,2,2,2,2,3,2,1,2,3,0,0,1,0,0,0,0,0,1,0,0, ,3,2,3,3,1, ,2,2,2,2,1,2,2,2,3,3,2,2,2,1,11,4,2, ,1,3, , , , , , , , ,1,5,911769,1,1,1,2,22,3,3,1,2,2,1,4,5,1,2,1,31,2,2,0,3,0.9131
